input,label
Safety First With Latest AOL 9.0,1
Testimony Ends In Evolution Sticker Trial,1
"APPLE #39;S NEWEST WRINKLE: THE CUSTOMIZED, U2 IPOD",1
Dinosaur May Have Been Stealth Hunter (AP),1
NetManage Looks to SOAs with Librados Buy,1
Trash Begins to Clutter Space Station (AP),1
Convicted spammer gets nine years in slammer,1
O2 to roll out i-mode,1
Apple Sailing on Digital River,1
Judge Challenges EU Position on Microsoft (Reuters),1
MSN Search Engine - Searching for ways to make Redmond rise again,1
"Chip power, times 10",1
China launches science satellite,1
"In U.S. Market, Cellphone Users Are Often All Talk",1
Rocky Legends; Tony Hawk's Underground 2; Nisus Writer Express 2.0; Surfsaver 6,1
Nation's cybersecurity chief abruptly quits DHS post,1
Scientists Stumped by Dead Croakers (AP),1
OPM Delving Deeper Into Employees #39; Backgrounds,1
"NTT DoCoMo, Mm02 Sign Deal",1
US raids Net song swappers,1
Microsoft Browser Market Share Slips Slightly,1
Gamers hit stores for release of  quot;PlayStation Portable quot;,1
IPod Helps Lift Apple's Fourth-Quarter Profit,1
Yahoo: Internet withdrawal anguishing,1
Gas prices up 5 cents after Hurricane Ivan,1
August Chip Sales Growth Slows on High Inventory,1
Dell and Microsoft Launch Joint Software (AP),1
Apple Blocks Use of RealNetworks #39; Music on iPod Photo,1
McCain again opposes the president,1
mmO2: i-mode launch looks certain,1
Shaving Time From The Virus Race,1
Google Founders Selling Off Stock,1
Hotmail Fights Fraud and Gmail with New Domains,1
Microsoft spends 1bn to keep out the hackers,1
Yahoo offers personal search,1
MPAA asks Supreme Court to rule on P-to-P cases,1
Glacier Grows in Mount St. Helen's Crater (AP),1
Midtier ERP Vendors Can Capitalize On Oracle Antitrust Verdict,1
Cisco switch products target small business,1
The Lowdown on Downloading Music,1
The Race is On: Second Private Team Sets Launch Date for Human Spaceflight (SPACE.com),1
Next Version of Windows for PC's to Ship in 2006,1
Microsoft expands mainframe pitch,1
Grand Central spiffs up integration service,1
TiVo loss widens,1
Sony Announces the Clie VZ90 Handheld For Japan,1
Japan Gadget Turns Plants Into Speakers (AP),1
Halo 2; Donkey Konga,1
Life without numbers in a unique Amazon tribe,1
Tacoma weathers ERP and CRM 'perfect storm',1
AOL Updates Audio Video Search SingingFish,1
Astronomers ready for comet-smashing mission,1
Bloglines aims for simplicity (SiliconValley.com),1
Picking Your Perfect PCI Express PC,1
Microsoft open-sources Web authoring application,1
Russians Next In Line To Receive Cheap Windows,1
Titan Photos Pose New Questions,1
"Linksys, Netgear prep soho VoIP kit",1
Calif. Aims to Limit Farm-Related Smog (AP),1
Google launches mobile messaging service,1
Dell touts new blades #39; bang for the buck,1
McNealy: Microsoft needs Sun to beat IBM and Red Hat,1
Yahoo! Hires Chief Data Officer,1
JPEG exploit could beat antivirus software,1
Report: IBM's PC business up for sale,1
IBM #39;s Blue Gene/L goes on sale,1
Swing and a Miss for Asteroid,1
Intel Helps Asian PC Partners Ship With Linux (TechWeb),1
"Dems, GOP: Who's Got the Brains?",1
Humans Aren #39;t So Complicated,1
Air Force to launch enterprise Microsoft initiative,1
Report: Russia may have to delay October space launch to &lt;b&gt;...&lt;/b&gt;,1
Call it one for the pages,1
IBM to hire even more new workers,1
"Infocus: Deploying Network Access Quarantine Control, Part 2",1
"Priceline, Ramada to Make Sites More Accessible to Blind",1
Headshake to the SETI Headfake,1
Light at Night Might Be a Cancer Risk,1
Giga counters,1
SGI Launches Linux Workstation,1
Microsoft Japan to give away over one million XP SP2 CDs,1
IBM: Blue Gene Supercomputer For Sale,1
Google SMS and wireless carriers that save your text messages.,1
"Ciena Posts a Loss, Forecasts Flat Sales",1
Informed and Awaiting a St. Helens Eruption,1
Creators of private spaceship announce plans for second launch &lt;b&gt;...&lt;/b&gt;,1
More Older People Turning to the Internet to Find Love,1
Meditation Practice Helping Arthritis Patients,1
Blurry Image Might Be First Picture of Exoplanet,1
Stopping spam at the source,1
Our mobile margins will fall: Telstra,1
IBM launches global computing grid,1
Video phones act as dating tools,1
"Mazu scores VC lifeblood from Symantec, others",1
Toys Will Be Toys,1
RSA sees looming identity crisis online,1
Symantec launches antiphishing service,1
Dell cuts prices on many corporate products,1
IBM #39;s High-End Power5 Servers Catch HP,1
Broadband Providers Monitor Philly's Plans To Offer Citywide Wi-Fi (Investor's Business Daily),1
McData offers SAN consolidation,1
Gauging Reactions To MSN Search,1
Privacy questions arise as RFID hits stores,1
Harvard Seeks Permission to Clone Human Embryos (Reuters),1
Apple to give its stores a Mini Me look,1
TheStreet.com May Be Up for Sale -- Report (Reuters),1
Citrix buying VPN company Net6 for \$50 million,1
Hit TV series 24 goes from small screen to smaller screen (AFP),1
NASA #39;s Departing Chief Defends Hubble Decision,1
"Not To Be Outfeatured, Yahoo Adds E-mail Storage (NewsFactor)",1
"Microsoft, Amazon to combine forces",1
"Apple recalls 28,000 batteries",1
Socialites unite dolphin groups,1
Google Unveils Scholar Search Tool,1
"Honey, did you remember to call the DVD recorder?",1
Microsoft corrals changes for Longhorn,1
Hosted E-Mail Service Leaves Windows for Linux,1
Personal Tech,1
Wells Fargo computers stolen,1
"Sources: Sprint, Nextel closing in on \$36B deal",1
Attacks disrupt some credit card transactions,1
"Hurricane center #39;s projection on Charley not far off, data show",1
Intel Shrinks Transistor Size By 30,1
Intel slashes Itanium prices as Madison looms,1
Stunt pilots to snag a falling NASA craft,1
 #39;SICKOS #39; HUNTING FOR DEER WITH A MOUSE,1
This week in merger news,1
Studios Attack BitTorrent,1
Windows Tip: Scheduled Tasks written by Greg Melton on Monday &lt;b&gt;...&lt;/b&gt;,1
Microsoft bends on Sender ID,1
Video Game Makers Go Hollywood. Uh-Oh.,1
WordPerfect Office 12 - Home Edition Defines Home Productivity &lt;b&gt;...&lt;/b&gt;,1
MPAA Sues First Movie Swappers,1
Stem Cells Emit Healing Molecules,1
Could Newer Browsers Dethrone IE?,1
Barrett: Good business models vary widely,1
Mars Express Instrument Finds Possible New Evidence,1
Report: IBM software executive to become CA CEO,1
Taiwan #39;s Acer picks a European as president,1
Report: Amount of fine-particle pollution drops significantly,1
"Steal SpongeBob, buy a PC museum",1
CE giants  #39;readying Blu-ray camcorders #39;,1
Flat-screen TV,1
Dell Offers SUSE on Servers,1
SpaceShipOne Rolls Toward Victory,1
This week in open-source news,1
MPAA widens piracy net,1
Apple iPod holds sway in Japan,1
BenQ Readies IPod Rival,1
JFK killing fades in intensity,1
EU Pursues Oracle-PeopleSoft Case (AP),1
U.S. Army aims to halt paperwork with IBM system,1
Microsoft Pushes Off SP2 Release,1
"When outsourcing, don't forget security, experts say",1
"Microsoft #39;s quest for Google-like gold falls short, for now",1
Microsoft takes lead in handheld market,1
"New Year, New Notebooks For All",1
First Look: iPod Brings Music to Your Photos (PC World),1
Sandia Motor Speedway for Sale on eBay (AP),1
Olympics: High-Flying Holm Aims to Defy Science (Reuters),1
Foreseeing the Suns fate: Astronomical interferometry reveals &lt;b&gt;...&lt;/b&gt;,1
AMD signs up for extra 64-bit production capacity,1
"Science Students Win \$100,000 Prize",1
NASA scramjet goes for Mach 10 burn,1
"Earth's Solar System Shaped by Brush with Star, Astronomers Say (SPACE.com)",1
SpaceShipOne Lands After 2nd Flight,1
FCC expected to keep states off VoIP's back,1
Yahoo Acquires Another E-Mail Startup,1
Early astronaut showed the moon was attainable,1
Adobe Launching New Version of Acrobat by Year #39;s End,1
NASA braces for Frances,1
Take-Two Sees Higher Sports Prices for New Consoles,1
Martian Weather Blamed for Loss of Beagle 2,1
'Wikis' Offer Knowledge-Sharing Online (AP),1
Older mobiles may cause tumours: study,1
Salesforce.com 2Q Profit Up Sharply,1
Apple's New iMac Computer Is All Display,1
HP signs on high-speed networking start-up,1
Google takes the competition to school,1
European probe arrives to orbit moon,1
E.T. phone eBay,1
"2004 Signals More Global Warming, Extreme Weather: UN (Reuters)",1
Pirates named,1
UK gives blessing to open source,1
China's Red Flag Linux to focus on enterprise,1
Netopia to Restate Results (Reuters),1
Imagining An iPod Challenger,1
Pioneer replaces plasma TV power supplies,1
Microsoft Changes Its Tune on Porting SP2 Fixes,1
Video game leaked on Internet,1
Intel Gives Centrino Chip Line a Wireless Upgrade (Reuters),1
Nokia wins 115-million-dollar network deal from Brazil's Oi Celular (AFP),1
Spam Stopper Detects Sender Patterns (Ziff Davis),1
Sun and Kodak settle out of court,1
Symbol Arms Mobile Professionals With New Handheld,1
SAP Gets \$35 Million Post Office Pact,1
Thousands queue for Halo 2,1
 #39;Star Trek #39; spaceship enters the gateway to the Moon,1
Google partners with libraries,1
Remote Control Could Save Soldiers' Lives (AP),1
Vampire: The Masquerade - Bloodlines Review,1
Nokia demos first mobile call using IP standard,1
Nintendo Returns to Profit (AP),1
Veritas Keeps Reaching into Its Wallet,1
Electronic Jihad Internet Attack Rumored For Today,1
Japanese electronics giants in LCD joint venture,1
Google Founders Interviewed by Barbara Walters,1
Open Letter Against British Copyright Indoctrination in Schools,1
Linux security boost,1
Bush administration shifts stance on the cause of warming,1
Earthquake 'redraws the map',1
Make hotels just like home,1
Mamma Search is Buying Copernic,1
".Mac bumps up storage capacity, improves mail (MacCentral)",1
CTIA shines spotlight on mobile middleware,1
Consumers Would Pay In Phone Proposal,1
Microsoft releases fix for SP2-adware clash,1
Amazon to Buy Chinese Retailer Joyo.com,1
SpaceShipOne's 2nd Shot at X Prize Slated for Monday (SPACE.com),1
Nobel Laureate Decries Stem Cell Limits (AP),1
Spam on the menu at annual virus conference,1
Project Megagrid shows off business side of grid,1
Movie Studios to Sue Illegal Film-File Traders,1
HP shifts focus for HP-UX,1
Brighter Previews for Your Pictures,1
Last minute name change for Nvidia #39;s new GeForce 6200 with &lt;b&gt;...&lt;/b&gt;,1
"Fire Pit Dated to Be Over 50,000 Years Old (AP)",1
Google and Microsft Getting Close,1
German teenager charged with creating Sasser virus,1
China Shuts Down 1600 Internet Cafes,1
Google blows search into another universe,1
Stargazers Enjoy Total Lunar Eclipse,1
Wireless sensors ready to go global?,1
IT Giants Form Grid Computing Alliance,1
Playstation 3 to arrive spring 2006 In Japan,1
Capsule to bring the Sun down to Earth,1
 #39;Blog #39; To Be Included in 2005 Dictionary,1
Tesco To Sell Downloadable Tunes,1
Dell Takes Another Cut at Blade Market,1
Microsoft Takes on Google,1
Panasonic braves Linux-fuelled wrath of Ballmer,1
IBM Claims Computing Crown (The Motley Fool),1
Mobile phone network reaches last of China's ethnic minorities (AFP),1
Ellison: Censorship ain't my problem,1
Linux groups patch image flaw,1
Astronauts arrive at space station,1
Halo 2 vs Xbox hacks,1
Technical Hitch Delays Russia Space Station Launch (Reuters),1
Company launches Windows-only JFK Assassination game via online &lt;b&gt;...&lt;/b&gt;,1
Plans for new Beagle trip to Mars,1
Study: Posture found able to communicate fear,1
IBM Buys Two Danish Services Firms,1
Sun posts narrower quarterly loss,1
Chip Giant UMC Reports Higher Profits (AP),1
Microsoft to launch new search engine,1
Washington Contractors' Sales Increase,1
Hawks Evicted From New York City Perch (AP),1
Top US spammer is bound for the slammer,1
Cops Test Handheld Fingerprint Reader,1
Cisco Buys IP Platform Maker,1
Partner: Free Verisign SSL Certificate,1
SEO #39;s Multiplying Effect on Paid Inclusion,1
U.S. Wildlife Refuges Facing Grave Threats,1
Novell NetWare users get Microsofts Offer,1
Mindawn offers DRM-free music downloads (MacCentral),1
Sharp Displays 65-Inch LCD TV (PC World),1
Nokia sees strong demand for smartphones and camera phones in 2005,1
Hackers reopen stolen code store with Cisco wares,1
New Fat-Busting Microwave Oven Unveiled,1
Water and robots on Mars chosen as tops in 2004 Science,1
I.B.M. Supercomputer Sets World Record for Speed,1
Napster Mobile,1
Skulls on your Symbian phone? Don #39;t panic!,1
"At Tuesday #39;s midnight hour, you #39;ll find a meteor shower",1
Caymas to open with security gateways,1
Security Beyond Antivirus Programs,1
Dell upgrades high-performance cluster line,1
Firefox Browser Turns 1.0 as Browser Wars Re-emerge,1
National Geographic Photo Camps Give Kids New Views,1
Intel gets off chip speed roller coaster:,1
Gateway Reports Smaller Quarterly Loss,1
Chinese Mobile Phone Giant to Open Up to 3000 Internet Cafes,1
Self-sustaining killer robot creates a stink,1
RNC Protesters Using Text Messages to Plan,1
AMD readies powerful desktop chips,1
iPod year #39;s hot gift,1
Feds Charge 28 in ID Theft Ring,1
IDC sees continuing decline in PDA market,1
"EBay Expands PayPal Buyer Protection Up to \$1,000",1
Sales of industrial robots surging: UN report,1
Why I will clone human cells: Dolly creator,1
Bill Clinton Helps Launch Search Engine,1
Flat-screen TV emits international distress signal,1
The Shockwaves of Sumatra,1
New Media Players Too Small,1
Plus: Cendant reported to buy Ebookers,1
Symantec Firewall/VPN Appliance 200/200R (firmware builds prior to &lt;b&gt;...&lt;/b&gt;,1
IBM puts G5 in Linux server,1
"TSMC, Freescale expect initial production of 65nm SOI in 4Q 2005",1
Gateway Can Party Like It #39;s 1999,1
Too few games could set back PSP launch - Sony exec,1
News: Banks prepare for ATM cyber crime,1
Intel Delays Launch of Projection TV Chip,1
Microsoft to make foray into online music (SiliconValley.com),1
Sparkle starts shipping GeForce 6600 GT AGP,1
iPod Comparison,1
A  #39;Plan B #39; for PeopleSoft customers,1
Oracle Overhauls Sales-Side Apps for CRM Suite (NewsFactor),1
The Sims 2; Demon Stone; The Number Devil,1
BLOG That #39;s the most look-ed up world on Merriam-Webster #39;s &lt;b&gt;...&lt;/b&gt;,1
Coalition asks US Congress to kill copyright bill,1
Cisco tightens security on voice products,1
NASA's Shuttle Hangar Badly Damaged by Storm,1
Static over RFID,1
Bryant Makes First Appearance at Trial (AP),1
"Web Still in Early Days, Tech Leaders Say",1
Cambridge SoundWorks gives digital music a spin,1
Microsoft Issues IE Patch,1
SpaceShipOne ready for X Prize,1
Internet Pharmacies: Good or Bad?,1
Gates: US Need Not Fear Overseas Tech,1
"Phishing on the increase, group says (InfoWorld)",1
"Gates, Ballmer pay holds at about \$900,000",1
Ballmer strikes big rivals from Microsoft shopping list,1
Sony Shows Smaller PlayStation 2 (AP),1
REVIEW: New IMac G5 Short on Extras (AP),1
P2P company wants RIAA to face the music,1
Google Woos Froogle UK Shoppers,1
Va. Biotech Looks to Md. For Inspiration,1
PeopleSoft revises third-quarter profit,1
New strain of Skulls Trojan hits smart phones,1
Astronomers Spot Monster Collision of Galaxies (Reuters),1
Collaboration suite to help secure tonight's Bush-Kerry debate,1
Georgia Evolution Dispute Embarrasses Some,1
Sail away into space,1
Indian State Eyes Faster Internet Project (AP),1
Computer Users Warned of  #39;David Beckham Zombie Trap #39;,1
Media center at your fingertips,1
Einstein Is Proved Right Again,1
Tech Firms Keep Riding Chinese Tiger,1
Microsoft's Legal Cleanup Day,1
AOL To Add Free Anti-Virus Service For Members,1
Sony #39;s game war advances to next level,1
Date with destiny for private rocketeers,1
Palm OS for Linux?,1
Mobile phone sales to beat fixed lines in 2004: report (AFP),1
Help wanted by IT services firms,1
VeriSign #39;s Antitrust Claim Against ICANN Dismissed,1
Times to go completely compact,1
MedImmune CEO Talks Finance and Science,1
Modified US space shuttle ready to fly next spring,1
Bill Gates Gets 4 Million E-Mails a Day,1
"Atlantis ""Evidence"" Found in Spain, Ireland",1
House passes bill to criminalize spyware fraud,1
Study: Return of Wolves Changes Ecosystem (AP),1
A Sneak Peek at Trillian 3.0 Instant Messaging,1
Security Concerns Shelve MSN Messenger 7,1
Before-the-Bell: GenCorp Falls 5.6 Pct. (Reuters),1
 #39;Halo 2 #39; has game fans,1
Single License for Dual Core at Microsoft,1
Qualcomm: A  quot;Wireless Intel quot;?,1
Lycos Europe Pushes Limits in Anti-Spam Fight,1
Email this to a friend Print this story,1
Phone Makers Embrace Linux (NewsFactor),1
WebEx Launches Sales Center,1
"Lycos, spammers trade blows over screen saver",1
"Trust Digital Gets CEO, Cash Influx",1
Microsoft promises new OS for 2006,1
FTC wins a temporary injunction against alleged spammer,1
Sharman begins defense in Kazaa case,1
Microsoft sues eight resellers over dodgy stickers,1
Intel Cancels Revamped Chip,1
Intel Cancels Revamped Chip,1
Sony plans dual-DVD for Mac,1
Spimming for Dollars,1
Jobs #39; Apple vs Beatles #39; Apple,1
Verizon unveils wireless retriever,1
Toshiba wins HD DVD support,1
"Tech Giants Declare, 'United We Stand'",1
Revamped Tungsten hangs on to data,1
NASA Picks May 2005 Shuttle Launch Date (AP),1
Old Rumors of Gay Sex Prove Powerful on Web,1
Oracle gets with the patch programme,1
Netflix and TiVo Joining Forces Online,1
NASA delays flight of X-43A scramjet to attempt Mach 10,1
Intel Cancels Plan to Enter Digital TV Chip Market,1
Czech Republic's Cell Operators Fined (AP),1
South Seas Islands Pin Future on Geotourism,1
Sun to enter content switch market,1
UN 'must ignore cloning ban call',1
Travelocity Says Speed Is the Ticket For Growth,1
"The C.E.O. Vanishes, and Other Mysteries",1
Novell ships Desktop Linux for the enterprise,1
Google Shows It #39;s Only Human,1
"Brown Bears Came to N. America Earlier Than Thought, Fossil &lt;b&gt;...&lt;/b&gt;",1
Apple faithful's apathy to blame for Napsterized schools,1
Elements of Web Hosting,1
AOL Shuns Microsoft Anti-Spam Technology,1
When Robots Rule the World,1
Open-source spat triggers legal threat,1
Sony NW-E95 and NW-E99 Network Walkman,1
US names cyber chief,1
Apple officially launches iTunes Music Store in Canada,1
Some People Not Eligible to Get in on Google IPO,1
Will WiMax Replace DSL? (PC World),1
IBM BladeCenter specification picks up speed,1
Picture 7 of 8: Microsoft's new Media Center push,1
UK gov #39;t report cites merits of open source,1
News: Sluggish movement on power grid cyber security,1
Inspector Google solves the crime,1
No Sign of El Nino in Pacific for Now - Scientists (Reuters),1
Group Seeks Ways to Prosecute Cybercrime (AP),1
HP Throttles Viruses,1
Sony Shift to Support MP3,1
Freescale Details 90nm Dual Core Processor Architecture,1
"Sony, Samsung Swap Patents",1
Russian Spacecraft Heads for International Space Station,1
Novell sees a 'both-source' future,1
Scientists study clues to forecasting California quakes,1
Columnists: Simple and Secure isn't so Simple,1
Microsoft Brings TV to Xbox,1
Robo-servants set to sweep into homes,1
"Judge Weighs Evidence in IBM, SCO Case",1
Video game pioneer shoots for next level with cell phones (USATODAY.com),1
SAP Launches Security Service,1
Scientists Study the Hudson River (AP),1
Stocky Monkey in Himalayas Is a Shy Rarity: A New Species,1
Korean and Japanese Phone Makers Win -Survey,1
Update 2: US Cybersecurity Chief Abruptly Resigns,1
Dependent species risk extinction,1
Spaceport Mum on Frances Shuttle Delays (AP),1
"Sony shows off new, smaller PlayStation",1
Music firms reach out to creator of Napster,1
Motorola and HP in Linux tie-up,1
Microsoft reworks antispam spec to silence critics,1
"Hackers are getting smarter, says Ballmer",1
Bush Signs Internet Access Tax Ban,1
Microsoft Sees Open-Source Threat Looming Ever Larger,1
Scientists Prepare for Huygens' Plunge into Titan,1
Minding the Search Engine Business,1
Dell Exits Low-End China Consumer PC Market,1
Amazon.com net sales jump 29; Google reports \$52M in net income,1
Yahoo Maps To Add Traffic Updates and Reports,1
Mars mission hailed as top 2004 breakthrough,1
Microsoft Warns of JPEG Security Hole,1
US Spacecraft to Probe Origin of Gamma Rays Far Beyond Our Galaxy,1
Millions to miss out on the net,1
Firefox Leaves No Reason to Endure Internet Explorer,1
Sony Set to Exert Influence on Discs,1
No IE? No Can See,1
ATI launches chipset for AMD desktops,1
Apple Confirms More UK Retail Stores Coming; Additional Locations &lt;b&gt;...&lt;/b&gt;,1
Court ruling has fat cats purring,1
Hubble heats debate over ionised universe,1
"iPod, DVD Players Lead Aug. Electronics Prices Lower",1
I.B.M. Agrees to Settle Part of Giant Pension Case,1
Put RSS Feeds On Your Web Page,1
Regulators Let Cingular Buy AT amp;T Wireless,1
IBM delivers Power-based servers with Linux,1
Globus inventors go commercial,1
New Version Of Google Groups Launched,1
"Nokia, Pointsec team on mobile data security",1
Airborne Cell-Phone Ban Likely to Remain for Now (Reuters),1
Report: Global warming now inevitable,1
'Money woes' foiled Beagle 2 shot,1
Space Capsule Heading Back to Earth,1
Catalina Foxes Back After Near Extinction (AP),1
Anti-Spyware Spending Set To Skyrocket,1
Fusion reactor decision must wait,1
China Reports Births of Two Giant Pandas (AP),1
"IBM, partners roll out ID management suite",1
Robot eats flies to make power,1
PC Screen Price-Fall to Slow in Fourth Quarter (Reuters),1
"Sun, Microsoft Clause Singles Out Openoffice",1
Planned Grand Canyon Flood Seeks to Reverse Erosion,1
Oracle vs. PeopleSoft: Lies and Lying CEOs Who Tell Them,1
Court considers textbook stickers downplaying evolution,1
Gates announces new Windows update tool,1
NASA chief Sean O #39;Keefe quits,1
Space Station Crew Moves Rescue Capsule,1
Microsoft to help users prep for patching,1
GAME UNDER FIRE,1
Signs of a Glut and Lower Prices on Thin TV's,1
"U2, Apple In iPod Deal, Bono Wins TED Prize",1
Seagate to Ship 400 GB HDD,1
Singingfish Floats New Multimedia Search,1
"PeopleSoft, SAP make bid for manufacturing dollars",1
AMD Ships Notebook Chips,1
The battle for DR Congo's wildlife,1
Europeans hail latest data from Mars,1
Dell rides the wave to consumer gadgets (USATODAY.com),1
Threat of Extinction Looms Over Larger Species,1
"Adobe, Yahoo to Integrate Products",1
Hyperion targets broader base,1
Schwarzenegger Signs 'Foie Gras' Bill (AP),1
Dell recalls 4.4m notebook power adaptors,1
Ballmer: Microsoft is listening to customers,1
Judge Rejects Md. Anti-Spam Statute,1
Obesity Solution: Nuke It,1
Scientists Study Deep Tremors Under San Andreas Fault,1
Safety concerns stand in way of space tourism,1
Will Firefox Ignite Enterprises?,1
"Gold Indian Coin Expected to Fetch  #36;27,000 (Reuters)",1
RIM takes new BlackBerry design overseas,1
Dubai first to breed at-risk bird,1
Virgin to Launch Commercial Space Flights by 2007,1
Florida Starts To Recover in the Wake of Hurricane Frances,1
IBM #39;s New eServer Supports AMD Dual-Core,1
GAO: Outsourcing could hurt IT employment growth,1
Sun trims fourth-quarter earnings by \$12 million,1
TI Puts Digital TV on Cell Phones,1
Cyber-Security to Get Higher-Profile Leader,1
"Microsoft, Swatch Partner on Wireless Watch (NewsFactor)",1
'Smelly' mates guide seabirds,1
"Boeing, IBM Strategic Alliance Boosts Net-Centric Technology",1
Mobile boom draws telecom manufacturing to India,1
Big Blue veteran heads to EMC,1
Texas Instruments Plans Buyback (Reuters),1
"Greek, British Police Break Illegal Software Ring",1
"Bob Evans, Who Helped I.B.M. Transform Data Processing, Dies at 77",1
Microsoft revamps its plans for Longhorn,1
Sony BMG Head Says in Early Talks with Grokster (Reuters),1
UK browser claims Phishing victory,1
Cassini Spies Saturn's Moon Tethys,1
Research predicts iceless Arctic,1
Analysis: PeopleSoft users speak out about Oracle takeover (InfoWorld),1
Thomson Joins Microsoft-Time Warner Deal (AP),1
'Frankenfish' Caught in Great Lakes (Reuters),1
Study: MP3 player market to explode,1
Atheros reaches into electronics devices,1
Purdy Tapped as Cyber-Security Director,1
Microsoft: scan for spyware before downloading SP2,1
FDA Orders Strong Antidepressant Warning Labels,1
U.S. cybersecurity chief resigns,1
MSN Enters Blogging Fray with  quot;Spaces quot;,1
Google Unveils Service for Academics,1
 #39;Throttle #39; viruses with software,1
IBM To Amp Integration with Venetica Buy (NewsFactor),1
"IBM Unveils Security Intel Service, Notes Big Jump In Attacks",1
"IBM Unveils Security Intel Service, Notes Big Jump In Attacks",1
Group Questions E-Voting Security,1
Siebel looks to midmarket to bolster revenues,1
Weather Data In Your Own Back Yard (washingtonpost.com),1
NASA Space Station Status Report 10 December 2004,1
Cassini Space Probe Spots Two New Saturn Moons (Reuters),1
"SpaceShipOne,take two",1
Has Your Broadband Had Its Fiber?,1
Microsoft files lawsuits against smut spammers,1
Get the Facts on Microsoft Benchmarks,1
Cisco launches equipment leasing arm in India as it eyes booming IT market (AFP),1
Sony launches music players with MP3 support,1
Science Magazine: Asia Farmers Sucking Continent Dry (Reuters),1
Seagate claims storage record,1
Approval Expected for Big Cellphone Deal,1
Apple iTunes 'overcharging in UK',1
Countdown to Deep Impact,1
Microsoft to showcase new MSN Search preview,1
Poison Toads Leap Across Australia,1
FCC OK's paging company deal (TheDeal.com),1
Microsoft To Ship Longhorn in 2006 Without WinFS,1
Making Windows More Secure,1
Internosis Will Relocate To Greenbelt in October,1
Companies Moving Cautiously on Microsoft #39;s SP2 Update,1
"Recording Industry, File-Share Face Off",1
No Safe Place for Satellites (SPACE.com),1
Congress Passes Bill Allowing Space Tours (AP),1
Firefox invades market,1
