input,label
Which picture is Ann going to send to her teacher of Chairman Mao as soon as she gets home?,1
John can kicking the ball.,1
There tried to be intelligent.,1
The University's students are intelligent and faculty is committed to freedom.,1
John is being discussed and Sally is being too.,1
Cora coiled at the rope around the post.,1
That Jack ever slept is possible.,1
Carla shoveled at the walk.,1
Gary and Kevin ran himself into exhaustion.,1
"We realised that Dr Jones died because he ate too much rich food, didn't he?",1
Guinevere has a single bone that is in every corner of the house.,1
At 4 p.m. I saw John lecturing to anyone who was near him.,1
Lydia pocketed the change in her pocket.,1
The child and her mother clung.,1
"You didn't leave, left you?",1
John intimately spoke to Mary.,1
"They gave my father, who had just turned 60, it.",1
He can can go,1
Who did a statue of surprise Medea?,1
I am delighted that Mary finished his thesis.,0
"When the executioner arrived, Poseidon was asleep",0
He talked with a girl about swimming.,0
Lydia eloped with Wickham when she went to Brighton.,0
Bill confirmed that Roger has eaten the cake.,0
Lucy sent Jane a letter.,0
Harry likes movies.,0
Roses are certain to be planted in the garden by the gardener.,0
John scratched his arm and the boy who Mary knew did so too.,0
John rolled the ball perfectly down the hill.,0
Tomatoes were introduced in Europe after 1492.,0
Imogen broke the vase.,0
It's extremely windy today.,0
Webster touched a sword after Henry had done it.,0
Press the stamp against the pad completely.,0
If he sees one; he'll bring me a hot dog.,0
There was a dragon in the cave.,0
He left.,0
I walk.,0
Andy promised to go.,0
What did you buy at the supermarket?,0
Fred must both have been singing songs and have been drinking beer.,0
John has driven the car.,0
People are in the garden,0
I'll work on it if I can work on it.,0
Mary is such a wit that people are afraid of her.,0
The students all worked that summer.,0
John convinced Bill to visit Mary.,0
We saw him beaten by the champion.,0
Paula hit the stick on the fence.,0
This knife doesn't cut.,0
Bill and Kathy married.,0
I don't know the people present.,0
We asked him not to try to call us again.,0
Sasha lingered over lunch.,0
What Alison and David did was soak their feet in a bucket,0
She buys for Harrods.,0
John has chosen Bill for the position.,0
The Dodgers beat the Red Sox and the Dodgers were beaten by the Giants.,0
Bill recited his lines slowly.,0
"Max offered the victims help, but they refused his offer.",0
I doubt if she kicks perfect goals every time.,0
Whom did Bill leave.,0
The student was hoping for a tool.,0
I put the books on the table.,0
The teacher who it was expected by the reporters that the principal would fire is a crusty old jerk.,0
"After Henry had done so, Webster touched a sword.",0
There are strangers in that garden.,0
John is taller than that man is.,0
Both of the workers will wear carnations.,0
The bell rang.,0
This bed was slept in by George Washington.,0
Who did you give pictures of to friends of?,0
John knows that she left and John knows whether she will come back.,0
Tessa sprained her ankle.,0
Aphrodite said he freed the animals and free the animals he did,0
There promises to be a storm tonight.,0
The statue stood on the pedestal.,0
This girl in the red coat will put a picture of Bill on your desk after the dinner.,0
What place did you travel to?,0
I washed you.,0
Gwen looked at a fire truck.,0
"This guitar, I've sung folk songs and accompanied myself on it all my life.",0
The tuna had been eaten.,0
Brenda and Molly haggled.,0
Edmund wanted Fanny to be able to ride a horse.,0
Amanda carried the package to New York.,0
Paula spanked the naughty child's back.,0
Mike will sing if you will.,0
Jason persuaded Medea to desert her family.,0
"It is important for you to be more careful, the more you eat.",0
June covered the baby with a blanket.,0
The onions reeked.,0
The video which I thought John told us you recommended was really terrific.,0
Are you prepared for school tomorrow?,0
The committee have all now resigned.,0
Calvin will be eating.,0
They denied the claim that they should report only to us.,0
John talked to absolutely any woman who came up to him.,0
Learning to use a language freely and fully is a lengthy and arduous process.,0
I read his every book.,0
Ions struck the electrode.,0
Tess is knocking at the door.,0
Tom drives the way that that man drives.,0
The farm passed to John.,0
I wonder to how many people Bill talks.,0
Jessica loaded boxes onto the wagon.,0
The other plan she rejected out of hand.,0
"The door opens, closes.",0
John asked whether she left.,0
The clothes dried.,0
John mentioned the issue to me.,0
He seems intelligent to study medicine.,0
They know if Mary won.,0
Helen sent a scarf to Jim for Margaret.,0
The old and new carts banged together.,0
A dog lay in the comer.,0
Wash yourself.,0
Who gave what to whom?,0
I think that he eats asparagus.,0
I am ashamed that I neglected you.,0
I have wanted to know for many years exactly what happened to Rosa.,0
My mother baked me a birthday cake.,0
She sold the car to Sam for five dollars.,0
"The contestant who won the first prize, who is the judge's brother-in-law, sang dreadfully.",0
Frances has had her clean the drapes.,0
Tom will not leave.,0
This proved my hypothesis.,0
More than two students attended every seminar.,0
"I don't really want to go to the dentist's, but I know I should.",0
Jean tried to behave.,0
Susan wanted Jane to study German.,0
The horse was ridden by the jockey.,0
I love but you hate ice milk tea.,0
"Mary claimed that eat cabbage, Holly wants to.",0
Paula hit the stick against the fence.,0
I cut the bread with this knife.,0
We proclaimed John sincerely to be a hero.,0
They have no car.,0
The farmer loaded apples into the cart.,0
Max boasted that the queen invited Lucie and himself for a drink.,0
"The more you eat, the less you want.",0
Everyone thinks he is smart.,0
No reading of Shakespeare satisfied me,0
A choir sang in the church.,0
Ellen warned that melons were selling.,0
It surprised me that you came early.,0
We proved Smith conclusively to be the thief.,0
"Stories about him seem to show up more on the evening news, the more that John gets upset by them.",0
I went to the store and have bought some excellent whisky.,0
A lot of snow melted on the streets of Chicago.,0
Louis was forgiven.,0
John can't even open an umbrella!,0
Raccoons destroyed the garden.,0
I put a book on it.,0
I confused Maria and Anna.,0
It seemed to rain.,0
That Angus hates sushi is mysterious.,0
Almost any owl hunts mice.,0
Tom offered advice to his students with love.,0
John sounded happy.,0
Whom did Matt kiss?,0
It snowed,0
Bill sang himself to sleep.,0
I throw you a lifeline and you giggle.,0
He coughed his handkerchief completely soggy.,0
Sam didn't pick those packages up which are to be mailed tomorrow until it had stopped raining.,0
They're not finding it a stress being in the same office.,0
The cat had been eating.,0
Maxwell is quite the doctor.,0
I gave blood.,0
Leah likes cookies.,0
No one expected that Agamemnon would win.,0
Who thought up the proposal that the committee be abolished?,0
Why did you eat the cake?,0
He ate so much that he got sick.,0
Dan gave his life.,0
Tagalog is spoken in the Philippines.,0
John is as intelligent as Mary.,0
There's everything Mary had asked for in this store.,0
I don't know how to do it.,0
John will drive the car.,0
Merlin is extremely evil.,0
Sasha is gobbling down dumplings faster than I can reheat them.,0
Are you going on holiday before or after Easter? I prefer after Easter.,0
I regard Andrew as the best writer.,0
Calvin will not eat the beef waffles.,0
Bill's reading Shakespeare and Maureen's singing Schubert satisfy me,0
It was several young students that the policeman met in the park last night.,0
You British and you Americans pamper yourselves.,0
Jane was playing the piano.,0
Who do you think visited Seoul last year?,0
John couldn't leave the party.,0
What did Frank buy for Jane.,0
It was such an awful picture that I tore it up.,0
John made a fool of himself in front of anyone who was there.,0
Webster touched a sword after Henry had done so.,0
For the girl to put a picture there is what I prefer.,0
Half of the year be dark and wintry.,0
I gave my brother a birthday present.,0
A pilot must be flying this plane.,0
Perseus saw the Gorgon in his shield.,0
Michael left Meg,0
The big man from NY has often said that he gave peanuts to elephants.,0
the shit seems to have hit the fan.,0
John is tough to persuade.,0
John is said to be rich.,0
They wonder whether Mary will run.,0
I want the fact that Bill left to remain a secret.,0
I have wanted to know exactly what happened to Rosa Luxemburg for many years.,0
The trees sang with birds.,0
This oven bakes potatoes well.,0
So much did you eat that everyone gasped.,0
Carrie touched him on the shoulder.,0
What his father wants him to be is more of a man.,0
"He had hardly collected the papers on his desk, had he?",0
Mary considers John proud of her.,0
Ellen complained to Helen.,0
The horse wouldn't budge.,0
Donna fixed me a sandwich.,0
Most of the milk your baby consumes during breastfeeding is produced during nursing.,0
The prison cell was escaped by the terrorist.,0
A ball kicked the man.,0
I both went to the store and bought some whiskey.,0
Objection was taken to the length of our skirts.,0
The children like to berry in the summer.,0
You are taller than me.,0
The stream winds through the valley.,0
John considers him a nice guy.,0
It is a wooden desk.,0
Catherine feared that the Abbey was haunted.,0
The man I think chased Fido returned.,0
Marlene dressed herself.,0
Don swatted the mosquito with the newspaper.,0
Being lovely to look at has its advantages.,0
Did Captain Wentworth write a letter to Anne Elliott?,0
The professor talked us into a stupor.,0
"Ann copied the manuscript, but she didn't finish it.",0
You can rely on Ben.,0
Humans love to eat them.,0
Enthusiastic golfers with large handicaps can be good company.,0
I saw the one with long hair.,0
The ball rolled from the bush to the tree.,0
I blew the building up.,0
Jason expected the doctor to treat Medea,0
"While Truman doesn't want to visit every city, he does Barcelona.",0
Brian was wiping the wall behind the stove.,0
In the hallway ticked a grandfather clock.,0
We peered into the closet.,0
I saw the brilliant student.,0
Tom will force you to marry no student.,0
Which packages which are to be mailed tomorrow is it possible that Sam didn't pick up until it had stopped raining?,0
The door was pushed open.,0
Sandy sang a song for me.,0
Who kissed who?,0
Dust fell on the bed.,0
Jason was killed by Medea.,0
The cost of bagels that are imported from Iceland surprised the teacher who Mike hired last week.,0
A motorist has reported the road is blocked at Bunker Hill.,0
That bottle of water might have cracked open.,0
A soldier should be prepared to die for her country.,0
The jockey rides the horse.,0
Type B: It is Bill on whom John relies.,0
Who was it obvious that Plato loved?,0
This metal hammers flat easily.,0
Some disgruntled old pigs in those ditches love truffles,0
Sharon shivered.,0
I saw only the student.,0
Henry cleared dishes from the table.,0
The worm wriggled onto the carpet.,0
Which king did you wonder invaded which city?,0
John seems to have left.,0
"Sandy must have, too.",0
Jean wants Robert.,0
Reports which the government prescribes the height of the lettering on the covers of are invariably boring.,0
It is unclear why she told him.,0
The jeweller decorated the ring.,0
He let the cats out which were whining.,0
The executive committee approved the new policy.,0
The boat sank.,0
Wilma completed the assignment.,0
John often kisses Mary.,0
A review came out yesterday of this article.,0
Sharon shivered at the thought of the cold sea.,0
Where did the policeman meet several young students?,0
Which poet wrote which ode?,0
John talked to Bill about the exam.,0
"No books survived the fire, did they?",0
"Sean Penn can act well in many kinds of movies, can't he act well in many kinds of movies?",0
There is every book by Chomsky in this library.,0
Rory eats.,0
Kim jogs under the hill.,0
Phineas knows a girl who is behind Maxime.,0
Pilots who can fly barrel rolls say that for me to try to do it in a glider would be hazardous.,0
Every man who saw the fly in the food didn't eat dinner.,0
John is taller than Bill is.,0
He's too reliable a man.,0
Most boys did not laugh.,0
Maisie drove her car on Wednesday from Morningside to Leith.,0
John was unknown.,0
I asked did Medea poison Jason.,0
All lizards will die.,0
"I often send Mary home drunk, and she gets there just fine.",0
He is reputed to be a good scholar.,0
Fruit at once hit the roof from the tree.,0
"It is unreadable, guaranteed to give a headache to anyone who looks hard at the small print.",0
That anybody ever left at all is impossible.,0
We just finished the final exam the result of which we can find out next week.,0
I noticed him kissing Mary.,0
Martha carved a toy out of a piece of wood for the baby.,0
He's fool enough to try it.,0
Everyone had been worrying himself stiff.,0
John talked to a woman.,0
Advantage will be taken of his offer.,0
What I said was that we would go.,0
The man loved peanut butter cookies.,0
I prefer this.,0
The rod bent.,0
No man has ever beaten the centaur.,0
This hat Tom said Al thought you wanted me to make Jack put on.,0
Jessica sprayed paint under the table.,0
The audience laughed.,0
only the student left.,0
Crystal vases break easily.,0
It was John and Bill that were waiting at the restaurant.,0
Pat handed a book to Chris.,0
Tom seems eager for her brother to catch a cold.,0
You are too flip with people who are jealous of you.,0
The man holding the bottle disappeared.,0
Genie intoned that she was tired,0
Every cat always knows the location of her favorite catnip toy.,0
Duty made them not miss the weekly meetings.,0
A boy did not laugh.,0
I admired his honesty.,0
The gentleman who saved Marianne was Willoughby.,0
They believe the cat to be out of the bag.,0
That new handle detaches easily.,0
Mary scratched John's arm too.,0
She pinched his arm as hard as she could.,0
Michelle became an architect.,0
"I know which guys you've dated, but I don't know which guys you haven't.",0
He used to go there very often.,0
Who did Mary see walking toward the railroad station?,0
Gilgamesh fears death and Achilles does as well,0
I gave her so much.,0
No one expected to win.,0
Jean is reluctant.,0
The amoeba coughed and then it fainted.,0
We're dancing the night away.,0
Frank hopes to persuade Harry to make the cook wash the dishes.,0
Tucson is a great place to live.,0
"Poseidon had run away, before the executioner murdered Hera.",0
The student who got A in the class was very happy.,0
That Anne was in conversation with Mr Elliott dismayed Captain.,0
Tamara poured water onto the plants.,0
Nothing like that would I ever eat again.,0
Jim was enthusiastically chopping logs.,0
For whose rights do you expect me to speak up?,0
"Kim can dance, and Sandy can, too.",0
Reports the covers of which the government prescribes the height of the lettering on almost always put me to sleep.,0
The cattle herded.,0
I ate a mango and Gillian did too.,0
The dog barked its way out of the room.,0
"Sally might be pregnant, and I believe that Sheila definitely is pregnant.",0
I lifted the books onto the table.,0
It seems that it is likely that John will win.,0
"Yes, she will.",0
The president's moral destruction is complete.,0
Plays and ballets alternate.,0
There is a riot in the park.,0
The dentist is eager to examine Pat.,0
Herman mixed the eggs and the cream together.,0
They tried to all like John.,0
There was a yellow collar on the dog which the car injured.,0
They depend on Mary.,0
I don't have any sympathy for urban guerillas.,0
"The earth is flat, but will all those who don't believe it please raise their hands?",0
The sheriff denied that gangsters had bribed him.,0
They specialized.,0
Bill's mother's friends and John are waiting at the restaurant.,0
It is likely that Bill likes chocolate.,0
The secretary transcribed the speech.,0
Who did you see in Las Vegas?,0
We consider the men all fools.,0
I don't know what to do.,0
Some of the soup needs more salt.,0
Tamara poured water into the bowl.,0
He can hardly believe that it's already over.,0
This is a hat which I'm going to see that my wife buys.,0
"I read him the figures, but when I looked up, he was gone.",0
Any pilot could be flying this plane.,0
"Tom ordered bacon, and Dick ordered lettuce, and Harry ordered tomatoes.",0
Mary jumped the horse over the last fence perfectly.,0
"They said that Tom would pay up, and pay up I believe that he did.",0
It was the director that she said she wants to meet.,0
The owl hated the evil bat and the wise eagle,0
"Intelligent though he may seem, he does not seem deep.",0
He looked at a book about swimming.,0
All the foxes were hunted by Larry.,0
Harriet told Emma the whole story.,0
Ellen warned Helen that melons were selling.,0
You friends of the king are all the same,0
She spruced up before the job interview.,0
The chicken was eaten.,0
That the principal would fire some teacher was expected by the reporters.,0
"We consider Leslie rather foolish, and Lou a complete idiot.",0
The inspector analyzed the building for its soundness.,0
The police kept tabs on the suspect.,0
King Kong is a movie which you'll laugh yourself sick if you see it.,0
Tony bent the copper rod.,0
Every student has to come up with three arguments that show that some condition proposed by Bill is wrong.,0
"Jerry wouldn't read a book by Babel, but Meryl has done so and it was pretty good.",0
What does John think Mary bought?,0
She kept not seeing him.,0
"Although he loves marshmallows, John is not a big fan of chocolate.",0
It was in the barn or it took place in the barn.,0
I know I bought the book that you recommended.,0
The temperature soared.,0
The oil and vinegar separated.,0
Mary really appreciates and constantly praises herself and Sue knows it.,0
The tigers hunt prey at night.,0
This book is too dense to be read in one sitting.,0
Joe is taller than Mary.,0
the people happy with the proposal left.,0
"Whenever Bill smokes, Susan hates him all the more.",0
Kim depends.,0
Bill is sick.,0
Is Mary running the marathon?,0
Mary always has preferred lemons to limes.,0
The cat trotted into the kitchen.,0
Stacy hit a baseball to Julia.,0
John does not like this town.,0
The mouse jumped out.,0
My favorite language is a language with simple morphology and complicated syntax.,0
Megan marveled at the beauty of the Grand Canyon.,0
Angela characterized Shelly as a lifesaver.,0
Molly gave Calvin a kiss.,0
I will have eaten the beef waffles.,0
John would prefer to finish the oatmeal.,0
"That the cops spoke to the janitor about it yesterday, that robbery, is terrible.",0
The soldier was given the medal by Phillip.,0
It was in 1997 when the IN introduced the alien registration receipt card.,0
I put the book on the table.,0
We think that Bill left.,0
"As a statesman, he scarcely could do anything worth mentioning.",0
The tree changed from a maple into an oak.,0
The fact that the scientists used the latest technology to verify was reported at the recent conference.,0
Do you know the boy whom Mary saw?,0
"They said Tom would pay up, and pay up I'm sure everybody will tell you that his lawyers expect me to believe he did.",0
He figured out the answer.,0
It annoys people that dogs bark.,0
Dana was quite competent.,0
The constant rain forced the abandonment of the next day's competitions.,0
He offers more than we had hoped for.,0
Anson shot the dinosaur with his rifle in the jungle,0
Those bandits attacked Emma and Harriet yesterday.,0
A big green insect flew into the soup.,0
Cakes were given to Margaret every Friday by the pupils in this maths class.,0
Bill believes Anna and him to be similar.,0
He made a statement everyone thought was interesting and important.,0
Bill squeezed himself through the hole.,0
John destroyed the house.,0
John believes that he is sick.,0
Martina is deathly afraid of spiders.,0
The explorers cut their way through the jungle.,0
Stacy arrived at the palace.,0
There is believed to be a dragon in the wood.,0
Max gave the car a shove.,0
That the king or queen be present is a requirement on all Royal weddings.,0
Julie maintained that the barman was sober.,0
"Mary is happy with her work, and John is with his children.",0
"You should always lock your door, no matter how fancy the hotel.",0
We expect them to examine themselves.,0
Myron is making the claim that dead is better than red.,0
"I'm going out, whatever the weather.",0
Phyllis dyed the dress.,0
John promised Mary that he would leave.,0
Pick any flower.,0
The window broke.,0
The mouse nibbled at the cheese.,0
My uncle doesn't have a spouse but your aunt does and he is lying on the floor.,0
Mary tried to go abroad.,0
Jorge was the one.,0
Which attorney will give the closing argument hasn't been decided by them.,0
I know two men behind me.,0
I expect soon to see the results.,0
much evidence is needed.,0
Pat promised Leslie to be aggressive.,0
"When you eat more, you want correspondingly less.",0
At most three teachers assigned any homework.,0
John's plan to go abroad is nice.,0
I believed that Otto was wearing this hat.,0
I disliked the boy's playing the piano loudly.,0
Cynthia nibbled the carrot .,0
for John to hurt his friends is stupid.,0
It would be inconvenience for you to leave so soon.,0
Dorothy needs her skills.,0
I want to eat asparagus.,0
Was the child found?,0
They said that Tom would pay up and he will pay up.,0
"I'm as much of a man as you are, my dear.",0
Sarah sang a ballad.,0
They praised them as volunteers.,0
I will force you to marry no one.,0
Tom intends for Sam to review that book.,0
Nora brought the book from horne.,0
"At Trade, Anson danced extremely frantically",0
Tony broke the cup against the wall.,0
She said that into the room came Aunt Norris.,0
About 20 liters of acid was poured into the beaker.,0
Margaret cut the bread.,0
Harriet interconnected the pieces.,0
I know a taller man than John.,0
When did you get back and what did you bring me?,0
Paris is no more,0
John learned French perfectly.,0
The men would have all been working.,0
Leslie was in the flood zone.,0
Carol carved the stone with a chisel.,0
The psychologist hates phonology.,0
The hiker will reach the top of the mountain within an hour.,0
Stacy came directly from linguistics class.,0
The lawyer looked into the document.,0
The very young child walked from school to the store.,0
The building that we liked is in Thornton Lacey.,0
"While Truman didn't visit me, he did you.",0
It is to Cleveland that John drove the truck.,0
The book of poems with the bright red cover stinks.,0
The gardener planted roses in the garden.,0
Nathan caused Benjamin to see himself in the mirror.,0
Rory ate muffins.,0
A book was handed to Chris by Pat.,0
It was last night that the policeman met several young students in the park.,0
little equipment is available.,0
We believe that the directors were present.,0
Who remembers where we bought what?,0
The eggs and the cream mixed together.,0
I assume the matter to have been filed in the appropriate records.,0
They should have all sent Oedipus to Thebes,0
I wonder has Mary worked for Microsoft.,0
The director praised the volunteers.,0
Mary will play the violin soon.,0
When can we register for graduation?,0
No student who scored 80 or more in the exam was ever failed.,0
"I am confident of, and my boss depends on, a successful outing at the track.",0
The cat is believed to be out of the bag.,0
He worked his way through the book.,0
Calculus is difficult for me to concentrate on.,0
This large parcel is very heavy.,0
Every essay which she's written and that I've read is on that pile.,0
Kim sang and Sandy danced.,0
The luscious chick who Billy went to the movies with will wed me ere the morn.,0
This book cost $10.,0
Which city and which conference did Bill go to?,0
Why did John leave?,0
All through the mountains raged a fire.,0
Rosie loves magazine ads.,0
Medea saw who?,0
John believed that he is honest.,0
Evidence will be presented that he was drunk.,0
This arch is supporting the weight of the tower.,0
Which poisonous plant is it certain that we will find in Amazonia?,0
I wonder what John kissed.,0
I didn't see him ever.,0
Who do you think Mary said John likes?,0
Have you anything to share with the group?,0
I would prefer that he not have finished.,0
"The harder it has rained, how much faster a flow appears in the river?",0
That the fuzz wanted him worried John but it didn't worry Mary.,0
The sofa was longer than the desk was.,0
The boat was sunk to collect the insurance.,0
I lifted the books to him.,0
"The police read the detainees' rights to them, but not a single one was paying attention.",0
Four pounds was quite a bit of money in 1950 and it was not easy to come by.,0
What John told us is that he wants to quit school.,0
Who said he would give the cloak to Lee?,0
Historians believe FDR to be our most effective president.,0
It's probable that in general he understands what's going on.,0
Fanny loved talking to Mary.,0
I prefer for the girl to win.,0
John met a student in the park.,0
Would more accountants make any difference to my tax bill?,0
I am frightened of tigers and fond of clowns without exception.,0
I will go and buy some whiskey.,0
These plants may grow as high as 6 feet.,0
The trail we walked today was built by slave labor.,0
I lifted the books from the floor to the table.,0
The students know the answers.,0
We talked about Mr. Colson and that he had worked at the.,0
Tom says that it's going to rain but I don't believe it.,0
the barge piled high with logs.,0
"Very heavy, this parcel!",0
Dana doubts that Drew believes I think Rosie loves magazine ads.,0
The boy who Mary loves hates her.,0
Gregory appears to have wanted to be loyal to the company.,0
