input,label
#populationcontrol = controlling the incoming generations. that's why there's #demographicwinter  #epicfail  #philippines #rhlaw. #SemST ,1
#ChildrensCentre's in the #UK have stay & play sessions for very young / single parents  #childcare #parenting #SemST ,1
"C7German: Heaven is our Goal,  life is our conquest  #socialmedia #technology #catholic #SemST ",1
"If we are pronounced dead when our heart stops, why are we not pronounced alive when our heart starts? #SemST ",1
"I'm against abortion, gay marriage, AND Donald Trump for President. #gaymarriage #DonaldTrump #SemST ",1
"RT @user ""Why does the government not hold a referendum on abortion?"" asks UN CESCR Mbr Pillay #UNIRL #SemST ",1
@user @user sorry Hilary but I'm #southern and don't bleed that #rainbow #BleedRed #america #southwillriseagain #SemST ,1
@user You can say that again! #AbortionIsMurder #AllLivesMatter #ProLifeYouth #SemST ,1
"When Declaration of Independence was adopted, abortion was illegal in all 13 colonies. #txlege #SemST ",1
We must love our neighbor as being made in the image of God and as an object of His love. ~ Saint Vincent de Paul #SemST ,1
"Hail (Mary), full of grace! The Lord is with you. (Luke 1:28) #SemST ",1
Pray for the Navy yard. God please keep the casualties minimal.   #1A #2A #NRA #COS #CCOT #TGDN #PJNET  #WAKEUPAMERICA #SemST ,1
"@user @user thank you again to show that you are AGAINST CONTRACEPTION. ""#Prolife"" = a code word for #misogyny. #SemST ",1
@user What nonsense is this colleague of yours writing about?? #everylifematters #SemST ,1
Generate belief in quality existence for everyone especially children in that community.Kittington2016 #SemST ,1
@user @user the irony of Margaret Sanger wanting to rid the world of blacks. #SemST ,1
People don't care about things that don't effect men which is the same reason it's sexist we don't cover birth control  #SemST ,1
These dems' lack of compassion for unborn babies who receive prenatal diagnoses is appalling #theyfeelpain #SemST ,1
@user what do u call #teens hu got #pregnant even while ingesting contraceptives? success? Can a chaste girl get pregnant? #SemST ,1
@user @user They  are BOTH alive & human from conception Just earlier phase of life's continuum! @user #SemST ,1
@user every one in Congress should attend an abortion procedure especially partial birth that they VOTE FOR #ccot #tcot #SemST ,1
I get several requests with petitions to save whales but never to stop the slaughter of babies in the wombs of mothers. #abortion. #SemST ,1
If it's not a person then why do women get invitro? To have a gold fish? #SemST ,1
@user 1999 Meet the Press admitted to being Very Pro-Choice even with late term & Partial Birth Abortions.  He's sick!  #SemST ,1
@user abortions should never be illegal. It should be the pregnant person's choice. Especially if that person was rape #SemST ,0
'Snarck' - a snarky hack who puts down ordinary folk who dares question their pontifical commentaries  #SemST ,0
"@user @user @user @user @user Yes, an occasional hypocrite. I support #MarriageEquaility & abhor #SemST ",0
"@user Pregnant people have more than heartbeats. They have feelings, and the ability to make decisions about their health. #SemST ",0
Anti choice laws are sexist because they ignore the fact that men abandon their pregnant partners & those men face no punishment  #SemST ,0
"Like 96% of antis don't care about breathing viable persons, and 100% care about embryos more #SemST ",0
I #DenounceHarper for refusing to include family planning in foreign aid even though spending $1 could save $6 #wherestheFP #SemST ,0
Only one can have bodily autonomy #SemST ,0
"Yea, let's make a woman suffer 18 years and raise a child with an unfit parent who hates it because of ""morality"". #SemST ",0
"@user @user ""Freedom of Expression? Does that mean that I can display pornography in public if I am against it? #SemST ",0
Antis don't care because the only people the laws are hurting are females and they don't care about things that don't effect men #SemST ,0
I'm really pissed off by vaccines mandates. It's not ok to force parents to inject their kids when there might be consequences. #SemST ,0
Anti-choice laws are entirely men controlling women  #SemST ,0
"You can't give the ""death penalty"" to something not living sentient or autonomous #WarOnWomen #roe42 #reprohealth #SemST ",0
Living in a pub isnt all that good when your friends turn into alcoholics @user  #refresher #smurf #noonewillunderstand #SemST ,0
People with a uterus can be pro choice. People who have been pregnant can be pro choice. People who lost a child can be prochoice #SemST ,0
"The teen pregnancy rate has declined 51 percent, and the teen birth rate is down 57 percent. #SemST ",0
Monk's Hobbit is back in Twitter. #Catholics #SemST ,0
@user YOU CAN'T HANDLE THE TRUTH! People will always do it no matter the laws. #letdoctorsdoit #SemST ,0
@user @user @user Are you a triceratops or tricerabottom? #arethosehornsyourewearing #SemST ,0
Yes. Antis just don't make sense.  #WarOnWomen #SemST ,0
So the #Democrats tore down their OWN #ConfederateFlag NOW if they get rid of THEIR #KKK #blackpanthers #alsharpton #hate #SemST ,0
Would you rather have women taking dangerous concoctions to induce abortions or know they are getting a safe & legal one? #SemST ,0
@user 12. something you hate.  People who don't believe abortion should be kept safe and sterile. #SemST ,0
"@user @user @user Kohn is also anti-human rights, anti-social justice, anti-peace, pro-violence.  #SemST ",0
#FF #Patriot --> PigsWalkUpright.  Thanks 4 following back!! #Truth #Liberty #Justice #ProIsrael #2A #RiseUpAmerica #ProudAmerican #SemST ,0
Good thing I don't live in Kingston woulda started a riot by now with this 'pro-life' protest #SemST ,0
I cannot believe there are still people in this century who opposed to women having rights over their own bodies! #disgusted #SemST ,0
To run outside? To run inside? #SemST ,0
"Fallopians 3:16 ""Not your fuckin' pregnancy - not your fuckin' business!""  #SemST ",0
"#antichoice NEVER try to police men over sex, but punishing women puts  them into a frenzy. #SemST ",0
@user @user well said. Men are playing political football with women's right to have control over our bodies. #fail #SemST ,0
1.2% of abortions happen at 21 weeks+  (these are only exceptions) #letstalkabortion #SemST ,0
@user Postinor is popularly  used for?  #MrChocho_BabyOKoko #SemST ,0
89% of abortions occur at the 12th week or before #letstalkabortion #SemST ,0
I will visit PEI when all women can get a lawful medical abortion on the island. #Cdnpoli #peipoli #womensrights #SemST ,0
"@user while you are at it, eliminate all drugs, cars, planes, food, electricity, and anything else that MAY cause a death. #SemST ",0
Obama Administration sends 5.6 million dollars to #SemST ,0
Being a Democrat is never having to say you're sorry... #Slavery #Segregation #KKK #SemST ,0
Pro-Choice=Pro-Life. Anti-Choice=Anti-Life. Don't play righteous when you're advocating the endangerment of women. #womensrights #SemST ,0
"#Fiona Bruce wants a government that forces women to have children, and then refuses to financially help them. #bodyautonomy #SemST ",0
#HDR - top set up in the Warm up area @user ... Chilling and chatting with @user before the racing. #Topriders #SemST ,0
@user @user I followed him before I watched human centipede 3.....i now hope never makes another film again #SemST ,0
@user sad this is what has to be done for women in need #SemST ,0
Watch out for censorship in your news and media! #politicalrevolution #immigration #RedNationRising #Constitution #CorruptMedia #SemST ,0
@user lol.  I don't know about that.  #schoolprayer #GovtEndorsementOfHeterosexualMarriage #SemST ,0
@user @user  Margret Sangers Looking a little rough!!!! #SemST ,0
@user And an even worse place from which to make medical decisions FOR OTHER PEOPLE #mybodymychoice #notyours #notgovt #SemST ,0
@user @user @user Like I said I'm glad this medical procedure is around so that pregnant people stay healthy. #SemST ,0
What about in cases of rape #SemST ,0
@user Just saw your review of @user book at Amazon. I have to say I totally agree with you. A sick marketing ploy. #SemST ,0
Just been having rather horrible discussion with @user - reminder that we have a long way to go. #HumanRights #healthcare #SemST ,0
So Ariana Grande hates America & Americans? She's not alone #SCOTUS #HILLARY #OBAMA #DEMOCRATS #ACLU #NAACP #HAMAS #ISIS #SemST ,0
@user I'm good like this. I've always been #SemST ,0
Anti choice laws are sexist because they only effect women*.   #SemST ,0
"@user @user Every time I ""discuss"" with ""#prolife"" it reaffirms my belief that #antichoice are complete idiots. #SemST ",0
"Not your uterus, not your choice--from conception on, it really is THAT simple! #fem2gen #YesAllWomen #SemST ",0
@user @user @user @user not ashamed to say it's me. I'm not in favor of enc itself as not banning enc modules. #SemST ,0
@user You're truly unwelcome here. Please leave.  #ygk #SemST ,0
@user or these dumb anti-abortion #showthetruth assholes who sit on Canadian streets with inaccurate disturbing pics! #SemST ,0
Like how can you sit there and even go through with the process #SemST ,0
Today is a great because we are alive. #SemST ,0
Helping achieve repro. justice 1 step @ a time. #abfunds #love #compassion #abortionrights #nnaf #SemST ,0
It very simple .. Let women choose.. #repealthe8th #notacriminal #SemST ,0
Anti choice laws only effect women.  People don't care about things that don't effect men #SemST ,0
"@user if they made it illegal, people would use coat hangers, and your photos would really be messed up. #letdoctorsdoit #SemST ",0
