,explanation,stability,top_ngrams
126_only,recognition and realization,0.6406108139254959,"['and by coincidence', 'only learned later', 'i knew who', 'asked me who', 'neighbor had recognized', 'found out later', 'asked what happened', 'i just realized', 'i recognized the', 'knew exactly who', 'learned later', 'never even heard', 'she recognized who', 'and when told', 'knew months ago', 'moment i recognized', 'who i googled', 'later discover', 'even recognize this', 'was also coincidentally', 'realized what that', 'even realized why', 'reason i knew', 'she recognized me', 'i realized why', 'i mentioned this', 'also coincidentally', 'and i recognized', 'and guess what', 'raped oh wait', 'the first sighting', ""'s that who"", 'when i said', 'then i noticed', 'knew who it', 'told her who', 'which hand did', 'knew who', 'recognized who', 'i quickly googled', 'realize i already', 'coincidentally', 'we know now', 'just realized', 'but i thought', 'said guess what', 'knew who this', 'said did i', 'i asked immediately', 'the wrong name', 'anybody asks which', 'i vaguely remembered', 'later learn that', 'recognized who it', 'i knew what', 'says name she', 'then i realized', 'i googled when', 'then why did', 'says you sent', 'turned and saw', 'address i said', 'later i looked', 'you know why', 'recognized them i', 'i never noticed', 'recognized them', 'i knew it', 'might have seen', 'now we know', 'i even googled', 'pajitnov invented tetris', 'when i told', 'had to check', 'i recognized her', 'i did notice', 'i looked up', 'knew before', 'guess what', 'never remembered saying', 'asked us where', 'knew her name', 'no i said', 'finally found out', 'i told you', 'i ever said', 'uh i heard', 'i knew where', 'i recognized', 'somehow i knew', 'did i know', 'but i heard', 'realized i meant', 'before i realized', 'heard me say', 'asked me what', 'later discover is', 'the next line', 'i never even', 'then i realize']"
167_only,recognition and knowledge sharing,0.644490446698464,"['neighbor had recognized', 'knew exactly who', 'already called ahead', 'officer heard me', 'about googling yourself', 'and when told', 'guard spotted us', 'knew who', 'spotted us and', 'he knows anyways', 'believed her until', 'he knows you', 'you knew what', 'i knew what', 'knew what', 'recognized me and', 'knew exactly what', 'if they heard', 'googling yourself', 'knew exactly where', 'i knew who', 'friends saw me', 'had seen me', 'she recognized who', 'matter how true', 'googling strangers so', 'heard me say', 'asked them you', 'google her and', 'asked me who', 'she recognized me', 'someone would notice', 'knew where', 'people would know', ""'d seen me"", 'if you heard', 'he knows i', 'knew who it', 'sees it and', 'everybody would know', 'you tell people', 'recognized me', 'who i googled', 'tell their dad', 'causes more warming', 'told her who', ""n't tell anyone"", 'they know you', 'uh she googled', 'knew what was', 'and i reported', 'i told everyone', 'when people ask', 'you heard what', 'phone number when', 'and reported them', 'me her number', 'he asked thinking', 'imagine aliens coming', 'asked him you', 'believe me when', 'invite a friend', 'not tell anyone', 'aunt saw it', 'recognized who it', 'anybody asks', 'have your husband', 'she would know', 'stranger tells you', 'people ask me', 'her googling myself', 'he knew what', 'next of kin', 'i tell people', 'and tell someone', 'sue me for', 'whenever someone asked', 'astronauts called us', 'he knew i', 'knew why', 'when reported for', 'they heard or', 'really happened and', 'asked me out', 'if you knew', 'even tell them', 'called ahead to', 'and guess what', 'noticed them and', 'who applied and', 'called the neighbor', 'i knew exactly', 'dates another guy', 'is technically illegal', 'tell him i', 'saw me and', 'people would hear', 'heka told you', 'asked what happened', 'googling me and']"
183_only,recognition and communication,0.6527671154485365,"['neighbor had recognized', 'officer heard me', 'friends saw me', 'knew exactly who', 'i provoked gasps', 'she recognized me', 'guard spotted us', 'everyone assumes i', 'he knows i', 'heard me say', 'recognized me and', 'had seen me', 'i told everyone', 'astronauts called us', 'recognized me', 'he knew i', ""'d seen me"", 'he knows you', 'i knew who', 'they knew i', 'saw me laughing', 'if they heard', 'asked me who', 'and when told', 'people laugh that', 'of laughed because', 'told my husband', 'knows that i', 'tells my wife', 'they know you', 'if you heard', 'met your wife', 'when i told', 'knew who', 'tell my mom', 'i knew what', 'people ask me', 'she saw me', 'i tell people', 'tell his girlfriend', 'professor heard that', 'he saw me', 'i started laughing', 'asked me why', 'sees my shirt', 'recognizing me from', 'funny to anyone', 'he asked thinking', 'i told somebody', 'he spotted me', 'he knows anyways', 'she recognized who', 'you tell people', 'tell my dad', 'spotted us and', 'her friend told', 'i told you', 'knew exactly what', 'knew what was', 'told my friends', 'suspicious cuz we', 'mom knew i', 'asked what happened', 'leered at me', 'are probably thinking', 'heard a rumor', 'saw me and', 'dad found out', 'someone would notice', 'she laughed cause', 'when people ask', 'i was joking', 'he heard someone', 'i told everybody', 'spotted us', 'knew who it', 'called my husband', 'tell their dad', 'embarrassed because everybody', 'somehow i knew', 'his recognizing me', 'vendor watched me', 'you heard what', 'says your boyfriend', 'knew what', 'mother said you', 'when people see', 'she started laughing', 'people worry when', 'started telling everybody', 'is technically illegal', 'teacher was concerned', 'hometown knew and', 'husband realize he', 'believed her until', 'tell my father', 'my friends saw', 'friends asked what', 'wife looked at', 'tell him i']"
182_only,recognition and awareness by others,0.6387327755043574,"['neighbor had recognized', 'guard spotted us', 'friends saw me', 'knew exactly who', 'had seen me', 'she recognized me', ""'d seen me"", 'when people ask', 'officer heard me', 'asked me who', 'asked what happened', 'i knew who', 'then why did', 'knew who it', 'but i thought', 'spotted us', 'spotted us and', 'astronauts called us', 'heard me say', 'recognizing me from', 'knew who', 'she saw me', 'people ask me', 'if you heard', 'when i told', 'he saw me', 'recognized who it', 'she recognized who', 'are probably thinking', 'recognized me', 'when i heard', 'people often ask', 'saw me and', 'he knows you', 'when people see', 'he knows i', ""'s call saying"", 'knew why', 'suspicious cuz we', 'imagine aliens coming', 'when i said', 'asked me why', 'if they heard', 'whenever someone asked', 'i knew what', 'knew we were', 'everyone assumes i', 'recognized me and', 'i told everyone', 'knew what was', 'he knew i', 'he spotted me', 'and when told', 'you heard what', 'he knows anyways', 'seen me walking', 'causes more warming', 'would people think', 'asking what happened', 'but i heard', 'tell my father', 'they knew i', 'i knew it', 'someone would notice', 'sees my shirt', 'dad found out', 'reason i knew', 'people would know', 'pointed at us', 'they know you', 'knew who this', 'his recognizing me', 'realized what that', 'wondered what happened', 'saw me laughing', 'aunt saw it', 'somehow i knew', 'i told you', 'am often asked', 'tell my dad', 'people worry when', 'leered at me', 'asked us where', 'imagine why i', 'call him crying', 'called me and', 'asked thinking of', 'people still ask', 'reason she came', 'met your wife', 'guys goldie died', 'he heard someone', 'notices me', 'acquaintance walks in', 'friends asked what', 'anybody asks', 'he asked thinking', 'people may assume', 'i heard what', 'same friend that']"
57_only,recognition and awareness,0.6461609898124113,"['neighbor had recognized', 'found out later', 'heard what sounded', 'knew exactly who', 'knew what was', 'he heard someone', 'only learned later', 'she recognized me', 'asked what happened', 'officer heard me', 'moment i recognized', 'learned later', 'heard this noise', 'learned later she', 'i knew who', 'sudden we hear', 'she recognized who', 'immediately know was', 'sudden i heard', 'suddenly i heard', 'recognizing me from', 'explains her name', 'i provoked gasps', 'heard a rumor', 'recognized me and', 'heard that sound', 'recognized me', 'knew her name', 'i recognized the', 'somehow i knew', 'he knew i', 'knew why', 'she laughed cause', 'sees my shirt', 'i recognized her', 'said my name', 'realized what that', 'later she realized', 'heard a loud', 'knew who this', 'suddenly i hear', 'somebody then yelled', 'reason i knew', 'heard a helicopter', 'then she recognized', 'professor heard that', 'had a feeling', 'even realized why', 'adam kept whispering', 'they knew i', ""'d seen me"", 'turned and saw', 'heard another thud', ""'s call saying"", 'knew who', 'i heard someone', 'i knew what', 'heard me say', 'knew who it', 'the voice belonged', 'realized he was', 'knew for sure', 'and i recognized', 'everyone assumes i', 'then someone said', 'recognized who it', 'said i seemed', 'could tell something', 'notice my sudden', 'knew he was', 'she had heard', 'recognized her', 'his recognizing me', 'obvious right away', 'instant i thought', 'knew things were', 'knew she was', 'i kept hearing', 'knew this was', 'started to sound', 'known he was', 'immediately was aware', 'recognized who', 'wondered what happened', 'knew months ago', 'has my surname', 'the nose comment', 'she heard the', 'had seen me', 'i heard what', 'knew it was', 'heard someone pass', 'asking what happened', 'friends saw me', 'before she heard', 'if you heard', 'dad found out', 'and by coincidence', 'i knew where', 'knew i looked']"
269_only,physical movements and actions,0.6059047180608809,"['de', 'sit sit down', 'and waved wildly', 'yeah go go', 'smiled and bowed', 'go go go', 'and darted downstairs', 'pushed myself up', 'spun around furiously', 'and gesticulate wildly', 'roll roll roll', 'darted downstairs', 'slowly roll around', 'and sat down', 'waved wildly', 'nodding and smiling', 'and run around', 'elbows on knees', 'stumbled forward', 'flop down', 'i stumbled forward', 'smile and nod', 'climbed on board', 'patting his back', 'and darted back', 'slowly stand back', 'and started walking', 'stand back up', 'and waved and', 'then slowly slowly', 'were high fiving', 'honk and strut', 'whirled around', 'arms flailing', 'running in circles', 'with a shrug', 'i whirled around', 'and run and', 'stamping feet', 'and sit down', 'went back inside', 'we ran upstairs', 'thrashing about', 'i crawled quietly', 'got up nodded', 'sat in silence', 'turned and walked', 'again and beckoned', 'huddled up', 'all stand up', 'he bounded up', 'settled in for', 'dragged herself out', 'all sit down', 'hurried up', 'he lumbered towards', 'were running around', 'stand in attention', 'sat down we', 'and walked back', 'and bowed and', 'dancing around', 'arms around her', ""'m running around"", 'walk back up', 'sit cross legged', 'i leaned down', 'and walked toward', 'slowly slowly stand', 'help him up', 'pull yourself together', 'hurry hurry', ""'m rolling around"", 'sit down near', 'went upstairs marched', 'run around', 'danced around', 'stamping feet as', 'up turned around', 'my arms out', 'like a maniac', 'slowly slowly roll', 'and gesticulate', 'started staggering towards', 'darted to safety', 'gallop around', 'hey thumbs up', 'all stood there', 'your hands up', 'laying there', 'and a grin', 'just stood there', 'hut hut hut', 'walk back out', 'situated herself behind', 'just stand there', 'leaned back', 'hauling ass', 'i crawled up', 'sat down she']"
119_only,physical movement or action,0.6101762997837804,"['elbows on knees', 'arms around her', 'cross legged on', 'elbows on', 'pushed myself up', 'arms flailing', 'onto the railing', 'pulling herself upside', 'wraps his arms', 'against the railing', 'belly flop down', 'towards the ground', 'using my elbows', 'a face plant', 'towards the ceiling', 'put his arms', 'i leaned down', 'elbows at', 'onto the sidewalk', 'put my arms', 'kicked the ground', 'burrowed her head', 'feet kicking through', 'lifted her up', 'situated herself behind', 'propped a foot', 'in a headlock', 'leaned his head', 'with your back', 'elbows at the', 'pressed my face', 'with my arms', 'lay down across', 'on the railing', 'grabbed her legs', 'my arms out', 'flying arms flailing', 'on his butt', 'herself upside down', 'he leaned back', 'my feet kicking', 'pushed my scalp', 'i stumbled forward', 'up my shoulder', 'on his back', ""'s hair flying"", 'on my back', 'slowly roll around', 'face plant into', 'leaned down', 'his arms around', 'reached forward', 'leaned back', 'flop down', 'and belly flop', 'threw it at', 'hands went underneath', 'pushy elbows', 'i reach down', 'her head underneath', 'his hand curling', 'my arms around', 'he rolled toward', 'her head brushed', 'his shoulder toward', 'hit the railing', 'down his chin', 'spit is flying', 'faces shoved up', 'under their arm', 'lifted her dress', 'falling backwards', 'against the leg', 'scissors behind you', 'danced throwing blankets', 'hair flying arms', 'down the sidewalk', 'with your hands', 'patting his back', 'around my hand', 'up a pole', 'his arm around', 'pinning my arms', 'foot against the', 'his hands folded', 'towards the earth', 'kicking sand', 'climbed on board', 'stumbled forward', 'towards my groin', 'like swimming through', 'places his hip', 'flop down on', 'shoes propped up', 'firefighters their ladders', 'downwards towards my', 'throws it at', 'i crawled up', 'hands into my', 'between her legs']"
118_only,physical movement and interaction with surroundings,0.6884514340677031,"['onto the railing', 'towards the ground', 'against the railing', 'towards the ceiling', 'elbows on knees', 'belly flop down', 'onto the sidewalk', 'pulling herself upside', 'on the railing', 'cross legged on', 'hit the railing', 'herself upside down', 'down the embankment', 'elbows on', ""'s hair flying"", 'over the embankment', 'down this embankment', 'feet kicking through', 'arms flailing', 'cup which splashed', 'feet hanging over', 'wraps his arms', 'lay down across', 'and belly flop', 'a face plant', 'arms around her', 'around my hand', 'pushed myself up', 'kicked the ground', 'wrapped it around', 'his feet hanging', 'elbows at the', 'her head brushed', 'lifted her up', 'the water sloshing', 'fuel spilling down', 'down his chin', 'up a pole', 'face plant into', 'were thrust underwater', 'paper towel on', 'into my palm', 'hands went underneath', 'spitting water', 'pushed my scalp', 'skim the water', 'propped a foot', 'my feet kicking', 'fingers in wet', 'danced throwing blankets', 'shooting from sprinklers', 'using my elbows', 'her head underneath', 'feet underwater to', 'slowly roll around', 'throws it at', 'he rolled toward', 'blood running down', 'threw it at', 'rope hanging from', 'over the side', 'falling backwards', 'on his butt', 'the water shooting', 'underneath the water', 'towards the earth', 'under their arm', 'up my shoulder', 'herself upside', 'under his chin', 'firefighters their ladders', 'hundred feet up', 'grabbed her legs', 'flying arms flailing', 'hooks dragging through', 'neck snapped back', 'on his back', 'saliva along the', 'could climb inside', 'into the air', 'push him backwards', 'almost belly flop', 'buckets of ice', 'elbows at', 'in my palm', 'i reach down', 'into icy water', 'feet to push', 'feet underwater', 'tilting the screen', 'underneath a pillow', 'the spray from', 'down the stairs', 'lowering hooks dragging', 'my arms out', 'chopsticks flipped', 'the snow bank', 'pinning my arms', 'the chopsticks flipped', 'against the leg']"
135_only,physical movement and direction,0.6583724951028034,"['towards the ground', 'onto the railing', 'towards the ceiling', 'pulling herself upside', 'against the railing', 'herself upside down', 'elbows on knees', 'wrapped it around', 'lay down across', 'you sit backward', 'elbows at the', 'across the width', 'to your forefingers', 'feet hanging over', 'elbows on', 'raised one foot', 'on the railing', 'towards the earth', 'horizontally', 'belly flop down', 'into my palm', 'pull up towards', 'herself upside', 'paper towel on', 'cross legged on', 'around my hand', 'onto the sidewalk', 'in long rows', 'pushed myself up', 'propped a foot', 'your forefingers', 'about twenty feet', 'hands went underneath', 'feet to push', 'to form horizontal', 'push him backwards', 'forward and down', 'reach under the', 'i reach down', 'reached forward', 'under his chin', 'down this embankment', 'towards the street', 'down one side', 'rope around the', 'up the stairs', 'he rolled toward', 'fill with water', 'push down into', 'rope hanging from', 'falling backwards', 'downwards towards my', 'his feet hanging', 'swing from side', 'situated herself behind', 'on each side', 'against the leg', 'her head underneath', 'down the embankment', 'car into neutral', 'wraps his arms', 'down his chin', 'my arms out', 'under their arm', 'around and unclip', 'in a circle', 'traveling downwards', 'along the edge', 'a semi circle', 'maybe twelve feet', 'skim the water', 'that forms horizontal', 'down the stairs', 'could climb inside', 'are traveling downwards', 'i reach under', 'just jerk forward', 'feet touch the', 'hit the railing', 'sit backward with', 'in my palm', 'jump from there', 'with one hand', 'shoulder toward the', 'arms around her', 'throw it over', 'stretched the length', 'hundred feet up', 'tape it closed', 'flop down', 'we climbed down', 'around my waist', 'over the embankment', 'elevator to descend', 'grips the steering', 'that flips up', 'steer the parachute', 'ledge and slowly', 'feet underwater to', 'his shoulder toward']"
102_only,physical movement and action,0.6348610531906448,"['towards the ground', 'belly flop down', 'towards the ceiling', 'onto the railing', 'elbows on knees', 'pulling herself upside', 'threw it at', 'arms flailing', 'lifted her up', 'kicked the ground', 'arms around her', 'wraps his arms', 'throws it at', 'and belly flop', 'pushed myself up', 'elbows on', ""'s hair flying"", 'against the railing', 'wrapped it around', 'slowly roll around', 'cross legged on', 'lay down across', 'a face plant', 'herself upside down', 'push him backwards', 'flop down', 'neck snapped back', 'drop and roll', 'feet kicking through', 'elbows at the', 'into the air', 'flying arms flailing', 'pull up towards', 'down his chin', 'spitting water', 'cup which splashed', 'onto the sidewalk', 'put his arms', 'hit the railing', 'my arms out', 'throw it over', 'throwing them at', 'paper towel on', 'hands went underneath', 'the water shooting', 'danced throwing blankets', 'under their arm', 'grabbed her legs', 'falling backwards', 'pushed my scalp', 'fingers in wet', 'face plant into', 'sent people flying', 'up a pole', 'around my hand', 'into my palm', 'skim the water', 'using my elbows', 'elbows at', 'on the railing', ""'s head thwack"", 'on his butt', 'towards the earth', 'he rolled toward', 'saliva along the', 'belly flop', 'down the embankment', 'on his back', 'pushed them down', 'push down into', 'herself upside', 'spit is flying', 'fuel spilling down', 'chopsticks flipped', 'put my arms', 'propped a foot', 'i stumbled forward', 'buckets of ice', 'between her legs', 'her head underneath', 'the spray from', 'under his chin', 'lifted her dress', 'over the embankment', 'down this embankment', 'with your back', 'up my shoulder', 'hits the ground', 'kicking sand', 'in a headlock', 'almost belly flop', 'his hand curling', 'with your hands', 'shooting from sprinklers', 'with my arms', 'down her cheek', 'rope around the', 'began spitting water', 'flop down on', 'hair flying arms']"
234_only,physical descriptions and grooming,0.7189319866078071,"['was too curly', 'his long hair', 'peel and cut', 'closely mown grass', 'skin stripped from', 'skin peeled off', 'long shaggy hair', 'these big lumpy', 'there were slats', 'leaves and stems', 'sliced red', 'those little pods', 'have thinly sliced', 'wheatgrass with kernels', 'hair and beard', 'really messy hair', 'thinly sliced', 'stripped wallpaper', 'hair that goes', 'my unibrow', 'of skin peeled', 'rather black stem', 'long golden hair', 'hair in pigtails', 'shave his beard', 'weird volumous', 'buttered slices', 'longer and thicker', 'bleach blonde', 'blue flower heads', 'feet the loincloth', 'foliage that covers', 'mown grass', 'weird volumous bob', 'admired the striped', 'a long white', 'cut the apples', 'bleach blonde hair', 'these very baggy', 'beautiful translucent', 'between buttered slices', 'filthy tiles', 'ribbons and trimmed', 'some sliced cucumber', 'swollen and red', 'basically hairless', 'black hair that', 'shave their hair', 'thinly sliced red', 'stalks became spindly', 'wore these baggy', 'the exposed rock', 'sky with clouds', 'blonde hair that', 'flap of skin', 'back my unibrow', 'really worn away', 'a crew cut', 'shaggy hair that', 'his eye socket', 'sliced cucumber', 'shaggy hair', 'this long shaggy', 'sliced red onion', 'and long brown', 'that many wrinkles', 'people stripped wallpaper', 'straight long piece', 'the blonde hair', 'long brown hair', 'lavender eye shadow', 'lip is split', 'cortex being peeled', 'buttered slices of', 'shirt all buttoned', 'these baggy', 'have some sliced', 'the bleach blonde', 'this beautiful translucent', 'and his beard', 'inch of hair', 'blonde hair', 'a walrus mustache', 'rolled up sleeves', 'of filthy tiles', 'strawberry blonde hair', 'muddy clay', 'long hair', 'shaved her head', 'four connected squares', 'his rolled socks', 'shaving her hair', 'beautiful little lettuces', 'a mismatched suit', 'the skin stripped', 'cut his hair', 'hair and freckles', 'freshly painted walls', 'multi colored laces', 'piece of tomato']"
220_only,physical descriptions and appearances,0.754419677225327,"['a long white', 'and long brown', 'his tan uniform', 'his long hair', 'in all black', 'a walrus mustache', 'wearing all white', 'a bumpy orange', 'a lavender suede', 'in his beret', 'with little suspenders', 'the bleach blonde', 'swollen and red', 'this long shaggy', 'bleach blonde', 'rolled up sleeves', 'lavender suede', 'blonde hair blue', 'hair in pigtails', 'skinheads wear white', 'sky with clouds', 'his battered white', 'his flannel shirt', 'rhododendrons bloomed pink', 'admired the striped', 'leaves shaped like', 'black and red', 'these big lumpy', 'and his beard', 'faded blue', 'blonde hair dangling', 'tiny little white', 'all painted black', 'hair and freckles', 'feet the loincloth', 'a crew cut', 'soft green expanse', 'his afro', 'long shaggy hair', 'long golden hair', 'sliced red', 'there were slats', 'bumpy orange', 'white husky with', 'of blue squares', 'shorts and black', 'big beautiful green', 'rather black stem', 'vests and white', 'little bristly hairy', 'a red hoodie', 'pigtails with ribbons', 'had a mustache', 'and freckles', 'big shoulder pads', 'the blonde hair', 'white like foam', 'a smooth orange', 'beautiful strawberry blonde', 'long brown', 'white coat with', 'my black fingernails', 'shade of brown', 'bands of lavender', 'four leaves shaped', 'a loincloth', 'another white ceiling', 'wearing a red', 'beautiful translucent', 'in pigtails', 'walrus mustache', 'was wearing black', 'and frosty pink', 'on a loincloth', 'in my denim', 'thinly sliced red', 'a blue square', 'sleeves the tan', 'gray and blurry', 'socks and loafers', 'this beautiful translucent', 'the tan uniform', 'wore these baggy', 'four connected squares', 'the blue squares', 'my jet black', 'wore flannel', 'on faded blue', 'of yellow grains', 'wear multi colored', ""'s brown and"", 'these beautiful green', 'burned beer stained', 'two inch yellow', 'closely mown grass', 'wheatgrass with kernels', 'thinly sliced', 'the big white', 'black hair that', 'young thin black']"
219_only,physical descriptions and appearances,0.7855881436135078,"['in his beret', 'blonde hair dangling', 'his long hair', 'a long white', 'a walrus mustache', 'his flannel shirt', 'and long brown', 'his tan uniform', 'with little suspenders', 'of torn fishnet', 'hair in pigtails', 'his afro', 'my black fingernails', 'feet the loincloth', 'on a loincloth', 'a bumpy orange', 'his battered white', 'rolled up sleeves', 'burned beer stained', 'with a beret', 'swollen and red', 'pigtails with ribbons', 'in pigtails', 'and his beard', 'admired the striped', 'wore flannel', 'a loincloth', 'big shoulder pads', 'a lavender suede', 'the bleach blonde', ""'s hair flying"", 'a red hoodie', 'these big lumpy', 'in a bathrobe', 'a crew cut', 'torn fishnet and', 'long shaggy hair', 'walrus mustache', 'this long shaggy', 'soft green expanse', 'in my denim', 'leaves shaped like', 'girls in puffy', 'wearing all white', 'eyes are bulging', 'there were slats', 'long golden hair', 'bumpy orange', 'hair and freckles', 'had a mustache', 'vests and white', 'his beret', 'torn fishnet', 'socks and loafers', 'faded blue', 'a tiger print', 'lavender suede', 'with his tan', 'in all black', 'little bristly hairy', 'squeaky round styrofoam', 'off his beard', 'the loincloth', 'the little bristly', 'sky with clouds', 'another white ceiling', 'wearing a red', 'shorts and black', 'closely mown grass', 'wore these baggy', 'and freckles', 'bleach blonde', 'ancient blue hatchback', 'giant stone cliffs', 'black fingernails', 'who wore flannel', 'white coat with', 'and purple wildflowers', 'covered in bunting', 'white like foam', 'flannel shirt', 'sliced red onion', 'his rolled socks', 'misty black eyes', 'on faded blue', 'little ponytail', 'long white shirt', 'big beautiful green', 'of yellow grains', 'my unibrow', 'a giant concrete', 'rhododendrons bloomed pink', 'his eye socket', 'beautiful blue sky', 'of cornfields amber', 'was wearing black', 'had impish eyebrows', 'giant flaps of', 'shirt the suspenders', 'eyes were swollen']"
249_only,physical appearance and grooming,0.6297576172647322,"['de', 'was too curly', 'really messy hair', 'closely mown grass', 'mown grass', 'weird volumous', 'that many wrinkles', 'filthy tiles', 'long shaggy hair', 'his long hair', 'messy hair', 'hair that goes', 'were swollen and', 'weird volumous bob', 'muddy clay', 'my unibrow', 'legs were swollen', 'degraded and waterlogged', 'eyes were swollen', 'river is filthy', 'skin peeled off', 'of filthy tiles', 'shave his beard', 'soaked with sweat', 'waterlogged soils', 'stalks became spindly', 'these big lumpy', 'hair and beard', 'of skin peeled', 'swollen and red', 'tidy flower bed', 'water and salt', 'neat and tidy', 'these very baggy', 'these baggy', 'was all misshapen', 'foliage that covers', ""'s hair flying"", 'my scalp peeled', 'leaves and stems', 'swelling would go', 'wet and sticky', 'and waterlogged soils', 'full of dust', 'back my unibrow', 'a weird volumous', 'ruination of soil', 'chubby cheeks', 'stripped wallpaper', 'peel and cut', 'shaggy hair', 'longer and thicker', 'bleach blonde hair', 'his eye socket', 'there were slats', 'full of mud', 'lawns were maintained', 'not make crusty', 'brushed the hair', 'ribbons and trimmed', 'erosion of ice', 'skin stripped from', 'too curly', 'and trimmed back', 'and melting permafrost', 'it had swollen', 'pushed my scalp', 'across muddy clay', 'binds together soil', 'shave their hair', 'very baggy', 'buckets of ice', 'lip is split', 'hair accumulated in', 'his his hair', 'basically hairless', 'all this dust', 'sweaty clammy', 'skin and hair', 'shaggy hair that', 'hair in pigtails', 'blood running down', 'the exposed rock', 'block of ice', 'a crew cut', 'inch of hair', 'the broiling sun', 'my scalp', 'hair accumulated', 'eye shadow', 'dust and', 'newfound muscle tone', 'trimmed back', 'some sliced cucumber', 'soil particles', 'burned beer stained', 'layer of bran', 'like washes it', 'flap of skin', 'wearing make up']"
91_only,personal relationships and experiences,0.6849630881788548,"[""'m somewhat famous"", 'look very jewish', 'i impress everyone', 'traumatized a girl', 'my classmates death', 'my black friends', 'and my therapist', 'fourth grade crush', 'met your wife', 'my shrink looks', 'a goth kid', 'sort of boyfriend', 'first grade flirtation', 'jeering joyful classmates', 'a gay speechwriter', 'i provoked gasps', 'around my girlfriend', 'met my wife', 'best friend struggled', 'lost my husband', 'seventh grade slurs', 'told some kid', 'my funny friend', 'fathers feeling marginalized', 'for my therapist', 'who looked cute', 'murdering my fiance', 'quoted taylor swift', 'criticizing my hairdo', 'anorexically petite friends', 'when my therapist', 'to my boyfriend', 'that my jokes', 'father had friends', 'hear my contemporaries', 'heal my stepfather', 'with his boyfriend', 'lost his wife', 'who look hipsterish', 'like feeling jewish', ""she 's jewish"", 'losing my wife', 'a mutual friend', 'his cop training', 'such a nerd', 'crocheting my husband', 'tells my wife', 'colonized my country', 'the campus celebrity', 'married my brother', ""cousin 's husband"", 'told the unboyfriend', 'first grade bullies', ""'s then girlfriend"", 'of my stepfather', 'been a psychoanalyst', 'also my boyfriend', 'to my roommate', 'support my husband', 'missed my flatmates', 'to my boss', 'losing a spouse', 'in her boyfriend', 'a dear friend', 'my flatmates', 'parents were doctors', 'caused my friend', 'friend sarah who', 'anonymous twitter acquaintance', 'of googling strangers', 'respected my mother', ""'m a therapist"", 'at my boyfriend', 'with my girlfriend', 'of my bunkmates', 'tell his girlfriend', 'met in college', 'newspaper freshman year', 'lost my virginity', 'typical law student', 'told my friends', 'hijab wearing friend', 'your peers mattered', 'kind of hippie', 'i wrote speeches', 'students a gossip', 'had a girlfriend', 'other egghead phds', 'classmates death', ""i 'm jewish"", 'my first wife', 'have fucking groupies', 'aforementioned then girlfriend', 'given my history', 'into my boss', 'she looks waspy', ""'d married well"", 'about my boyfriend', 'a particularly devout', 'my mother arguing']"
75_only,personal relationships and experiences,0.7023577947163127,"['met in college', 'and my therapist', 'at art school', ""'m a therapist"", 'in art school', ""'m somewhat famous"", 'when my therapist', 'soldiers i worked', 'i played college', 'a gay speechwriter', 'newspaper freshman year', 'taught third grade', 'her english class', 'for my therapist', 'him at parties', 'was at harvard', 'in university i', 'been to weddings', 'my writer friends', 'as a botanist', 'other egghead phds', 'a college professor', 'friend from school', 'was studying abroad', 'look very jewish', 'there watching espn', 'parents were doctors', 'met my wife', 'my shrink looks', 'of my bunkmates', 'his cop training', 'a waitress i', ""she 's jewish"", 'a goth kid', 'an english teacher', 'my flatmates', 'i taught school', 'told my friends', 'to my roommate', 'to my boss', 'friend sarah who', 'her college newspaper', 'chatted about work', ""i 'm jewish"", 'studying biology i', 'been a psychoanalyst', 'sophomore in college', 'tells my wife', 'my black friends', 'were studying geography', 'a girl i', 'in college a', 'to art school', 'when my friends', 'father had friends', 'watched my grandmother', 'in my dorm', 'of my girlfriends', 'told some kid', 'a dear friend', 'the neighborhood kids', 'quoted taylor swift', 'a friend i', 'my russian uncle', ""'m a chemist"", 'the frat kids', 'a mutual friend', 'talked with biologists', 'my senior prom', 'taught them japanese', 'a vietnam vet', 'moved to brooklyn', ""'m a professor"", 'at culinary school', 'friend from twitter', 'as a pastor', 'told my friend', 'years of babysitting', 'my bunkmates', 'and my classmate', 'missed my flatmates', 'i wrote speeches', 'friend tim from', 'date an ornithologist', 'obscure german chemists', 'college friends vacationing', 'then a speechwriter', ""'m a doctor"", 'teacher had us', 'took my clients', 'my funny friend', 'was a speechwriter', 'as a teacher', 'my therapist', 'met your wife', 'was in college', 'talked to friends', 'to my boyfriend', 'old college friends', 'my friend david']"
