,explanation,stability,top_ngrams
297_only,these phrases commonly depict verbal and non-verbal communication or reactions in a conversation,0.6813886712618948,"['she laughed and', 'turned and said', 'came back smiled', 'she laughs then', 'she just nodded', 'said excuse me', 'she started laughing', 'he just nodded', 'said oh ok', 'said ok and', 'said okay and', 'hurry she exclaimed', 'response was nah', 'she said ok', 'said oh okay', 'i said yeah', 'and goes hey', 'asked i laughed', 'smiled and said', 'and says okay', 'says excuse me', 'he said okay', 'she smiled and', 'just nodded and', 'he said sure', 'said hey babe', 'and said yes', 'she says okay', 'he said yeah', 'just nodded yes', 'smile and said', 'said okay okay', 'said okay fine', 'said well yeah', 'i said ok', 'i said okay', 'she said coolly', 'he says sure', 'he smiled and', 'said well yes', 'walked away and', 'turns around and', 'says sure and', 'she said yes', 'she hung up', 'i said fine', 'and he replied', 'i said hey', 'she yelled i', 'ignored me and', 'looks up and', 'breath he yelled', 'and said okay', 'i said alright', 'he said wow', 'he nodded', 'at me quizzically', 'paused and then', 'suddenly he stops', 'gasped and said', 'she giggled and', 'she shouted back', 'smiled and', 'silence and then', 'and says hey', 'said well okay', 'says uh alright', 'said no and', 'she turned and', 'laughs then', 'looked over and', 'looked down and', 'turned and walked', 'he said yes', 'runs out crying', 'and walked away', 'the driver shrugged', 'was like hey', 'she gasped and', 'i said shyly', 'i whirled around', 'said no i', 'he shouted but', 'eyes and snickered', 'he said hey', 'laughed and', 'out he came', 'said uh hey', 'he started crying', 'um she laughed', 'and he smiled', 'was like yeah', 'eyes and smiled', 'she giggled', 'he says alright', 'and she laughed', 'retorted rather loudly', 'he goes yes', 'and smiled and', 'with a shrug']"
311_only,these phrases commonly depict reactions or responses in a conversation or interaction,0.6811825166254515,"['she laughed and', 'she started laughing', 'said oh ok', 'she laughs then', 'said oh okay', 'said okay fine', 'asked i laughed', 'ignored me and', 'i whirled around', 'said no and', 'said ok and', 'she gasped and', 'walked away and', 'she hung up', 'says sure and', 'she just nodded', 'just nodded and', 'but i shrugged', 'said okay and', 'hurry she exclaimed', 'exasperated she said', 'runs out crying', 'laughs then', 'turns around and', 'she smiled and', 'she said ok', 'she giggled and', 'started to laugh', 'cringed and darted', 'he just nodded', 'i said ok', 'he started crying', 'says no and', 'thought oh okay', 'i started laughing', 'he said sure', 'asked not expecting', 'said excuse me', 'laughed and', 'says stop crying', 'she just shrug', 'eyed her suspiciously', 'retorted rather loudly', 'he shouted but', 'snapped at him', 'he said okay', 'i said okay', 'she turned and', 'until she yelled', 'looked down and', 'turned and walked', 'shakes her head', 'stops him and', 'i laughed and', 'said okay okay', 'driver shrugged refusing', 'stormed out and', 'he asked okay', 'response was nah', 'gasped and', 'i said leave', 'at him incredulously', 'say no then', 'almost stumbled and', 'she hanged up', 'she yelled i', 'said well okay', 'and darted back', 'he smiled and', 'and says okay', 'of getting caught', 'shrugged refusing to', 'she hangs up', 'started to scream', 'and said okay', 'she says okay', 'shouted back and', 'i started yelling', 'she said coolly', 'turned and said', 'giggled and', 'he asked thinking', 'and i panicked', 'jumps back and', 'she said well', 'and walked away', 'not turn around', 'whirled around and', 'said okay great', 'embarrassment she giggled', 'thought oh god', 'i said fine', 'shrugged refusing', 'say just kidding', 'she said wincing', 'started laughing', 'smiled and', 'thought oh well', 'said well then', 'said no i']"
439_only,these are expressions of dialogue or reactions in a conversation,0.6982167535344512,"['said oh ok', 'said oh okay', 'asked i laughed', 'response was nah', 'i said ok', 'she laughed and', 'i said okay', 'she started laughing', 'she said ok', 'i said yeah', 'said okay fine', 'he asked okay', 'she just nodded', 'he said sure', 'say just kidding', 'said okay great', 'thought oh okay', 'he said okay', 'he said wow', 'just nodded and', 'i said wow', 'and said okay', 'exasperated she said', 'i started laughing', 'i said sure', 'i said fine', 'he just nodded', 'asked not expecting', 'she says okay', 'he says sure', 'said no and', 'she laughs then', 'he said yeah', 'said ok and', 'was like yeah', 'and says okay', 'but i shrugged', 'she just shrug', 'says sure and', 'shakes her head', 'said well yeah', 'i said alright', 'says stop crying', 'hurry she exclaimed', 'started to laugh', 'she said well', 'just nodded yes', 'and said yes', 'at him incredulously', 'he asked thinking', 'i said oh', 'said excuse me', 'said okay and', 'laughed and', 'retorted rather loudly', 'i started yelling', 'goes wait i', 'said um listen', 'smiled and said', 'said well okay', 'i said why', 'i said well', 'i said did', 'said okay okay', 'says uh alright', 'she hung up', 'was like hey', 'said well alright', 'said no i', 'was like yes', 'no mom why', 'um she laughed', 'i said listen', 'uh sure yeah', 'he says alright', 'she says alright', 'loudly said oh', 'laughs then', 'was like ok', 'she said ohhhh', 'was like okay', 'he started crying', 'told him hey', 'said sorry i', 'shook his head', 'shaking her head', 'i laughed and', 'i thought dammit', 'i said go', 'i responded thank', 'i asked immediately', 'with a shrug', 'started laughing', 'smile and said', 'i said cool', 'said without hesitation', 'said did i', 'she was serious', 'said wow you', 'eyed her suspiciously']"
296_only,these are expressions of dialogue or conversation,0.6503048573468462,"['said oh ok', 'response was nah', 'said okay okay', 'said okay fine', 'said oh okay', 'said excuse me', 'says excuse me', 'she said ok', 'screams fuck you', 'hurry she exclaimed', 'said hey babe', 'and says okay', 'and goes hey', 'he said okay', 'i said fine', 'i said yeah', 'she laughed and', 'he said sure', 'said okay great', 'asked i laughed', 'said well yeah', 'smiled i smiled', 'and said okay', 'i said okay', 'i said alright', 'she laughs then', 'said well okay', 'said okay and', 'i said ok', 'she just nodded', 'said ok and', 'he said wow', 'she says okay', 'turned and said', 'and said yes', 'he says sure', 'came back smiled', 'she yelled i', 'says uh alright', 'said no i', 'said well yes', 'just nodded and', 'smiled and said', 'said well alright', 'he just nodded', 'i said wow', 'i said hey', 'he said yeah', 'she said yes', 'cried i cried', 'just nodded yes', 'was like hey', 'said guess what', 'like hey babe', 'say just kidding', 'she smiled and', 'he asked okay', 'and screams fuck', 'she started laughing', 'smile and said', 'says sure and', 'finally said okay', 'and says hey', 'she said ohhhh', 'gasped and said', 'he said hey', 'like yes sir', 'said no no', 'loudly said oh', 'i said mmm', 'he says alright', 'was like yeah', 'said no and', 'she says alright', 'saying hut hut', 'i said damn', 'said uh hey', 'girl like hey', 'i said sure', 'cop says alright', 'scream stop', 'i say wow', 'he said yes', 'was like mhm', 'breath he yelled', 'i say alright', 'was like shyeah', 'i go mhm', 'he goes i', 'i said oh', 'he goes yes', 'said hey kiddo', 'whisper she said', 'retorted rather loudly', 'with a shrug', 'she said coolly', 'said well no', 'said yeah said', 'they said okay', 'he smiled and']"
175_only,there is no common theme among these phrases,0.6687965580832713,"['dressed like gandalf', 'like an albino', 'entering my windpipe', 'brown bodied black', 'which in farsi', 'pronounce ancient latin', 'rican half italian', 'fucking little sputnik', 'cloth like burberry', 'scientific name for', 'in farsi means', 'scientific name is', 'a cambridge educated', 'hundred thousand hiroshima', 'something karate chopped', 'like learning farsi', 'vomited a washpan', 'twelve degree angle', 'two named vladimir', 'has my surname', 'of latin for', 'my eiffel tower', 'like burnt steak', 'a walrus mustache', 'my foreign name', 'like a hairball', 'hundred degrees fahrenheit', 'his eye socket', 'tattooed around my', 'degrees fahrenheit', 'like a ritalin', 'four leaves shaped', 'nine is for', 'roady mcroadface', 'dietetic dr pepper', 'but in spanish', 'periodic table of', 'paper meaning foil', 'eyes named vixen', 'a three dimensional', 'indian anakin skywalker', 'was french canadian', 'latin for roman', 'mother was french', 'a dollar bill', 'a cat scan', 'like an african', 'sixteen stitches from', 'colored only white', 'rhododendrons bloomed pink', 'its scientific name', 'lime taste purple', 'brain surgeries to', 'this fire exting', 'like a linebacker', 'a tiger print', 'boyish almost biblical', 'my gettysburg address', 'fish are female', 'girls with spiral', 'big hair bigger', 'milligrams of prozac', 'eleven pounds of', 'thousand hiroshima', 'they shared dna', 'my black chevy', 'bands of lavender', 'black as the', 'french and arabic', 'like grabbing kleenex', 'his tan uniform', 'seventy nine centimeters', 'beer stained vomit', 'into my windpipe', 'a bumpy orange', 'pratensis its scientific', 'wheatgrass with kernels', 'six foot mime', 'her texas twang', 'square of', 'a thousand origami', 'eight bit nintendo', 'taught them japanese', 'pennsylvania to beijing', 'my near black', 'wall is mendeleev', 'whose exterior matches', 'of torn fishnet', 'its cousin the', 'like microsurgery', 'mount rushmore style', 'spoke passionate russian', 'fluent in crip', 'my almost anorexically', 'everywhere like confetti', 'burned beer stained', 'ancient latin', 'from russia with', 'like an iodine', 'on his eardrum']"
395_only,the passage of time,0.636842859181966,"['de', 'weeks passed', 'the days passed', 'not infinitely long', 'was early fall', 'seven years from', 'months passed', 'two weeks passed', 'years pass', 'week or two', 'remaining hours before', 'time had passed', 'days passed', 'months or so', 'days passed however', 'over those months', 'about how long', 'years old almost', 'weeks went by', 'six weeks passed', 'six months passed', 'six months from', 'many years probably', 'weeks passed and', 'around one day', 'about two weeks', 'roughly three months', 'months passed and', 'hour to wait', 'in that time', 'couple days to', 'billions of years', 'as the days', 'more time passed', 'weeks went', 'grain harvests', 'time went on', 'one week to', 'seconds goes quickly', 'day or two', 'know time passes', 'times before ideally', 'months or three', 'after few minutes', 'about six years', 'about fourteen years', 'years went on', 'seconds or minutes', 'as time went', 'probably fourteen years', 'a half months', 'and within about', 'seems like seconds', 'sun was setting', 'day or so', 'after the roll', 'about a week', 'time went by', 'few decades if', 'would eventually break', 'a week but', 'half months', 'melted by then', 'time passed and', 'and after about', 'even forever but', 'years old now', 'then die once', 'early fall', 'anyway years go', 'years pass and', 'until several months', 'than a week', 'years from', 'few days before', 'days from death', 'that after about', 'will dissolve over', 'years this can', 'years go by', 'weeks passed far', 'life span', 'the second morning', 'millions of years', 'two days but', 'two weeks to', 'before a week', 'next morning going', 'week before', 'about six months', 'a year from', 'days after that', 'forty years pass', 'around eighty years', 'almost two months', 'sixties and early', 'a half years', 'will rapidly deplete', 'six days before', 'minutes waiting']"
401_only,"the common theme is ""uncertainty and change in situations or feelings""",0.6403223990177266,"['of getting caught', 'called her and', 'find them gone', 'was still breathing', 'called her back', 'got there and', 'was waiting there', 'i ignored it', 'feeling the oncoming', 'still standing there', 'my worries vanished', 'shrugged it off', 'seemed to disappear', 'ignored me and', 'the pain persisted', 'got there waiting', 'she passed away', 'feeling okay', 'might not survive', 'about to die', 'was still there', 'came back smiled', 'he would reappear', 'checked the mailbox', 'asked not expecting', 'he comes back', 'around and disappeared', 'going along and', 'the moment passed', 'walked right past', 'could escape quietly', 'got this call', 'returned to find', 'walked inside and', 'he come back', 'the doorbell rang', 'feeling pretty good', 'i braced myself', 'the days passed', 'not still there', 'he passed away', 'was standing there', 'and quickly dispersed', 'thought oh god', 'but just then', 'and sure enough', 'it was gone', 'ignored it', ""he 's alive"", 'missed it and', 'gone back there', 'cringed and darted', 'not survive it', 'is standing there', 'it washed away', 'quickly disappeared and', 'and quickly disappeared', 'hearing his screams', 'she would die', 'seem to disappear', 'were standing there', 'walked back out', 'never replied and', 'she hung up', 'turned and saw', 'if they die', 'she laughed and', 'and feeling almost', 'getting caught', 'feeling okay and', 'survived but', 'she felt better', 'forgot about it', 'rain stopped and', 'he was dying', ""n't remember feeling"", ""was n't breathing"", 'things slip away', 'push past it', 'sadly she died', 'asked her and', 'went to grab', 'she contemplated walking', 'noticed them and', 'spoke to him', 'not coming back', 'comes walking towards', 'not turn around', 'almost stumbled and', 'never feeling it', 'alive but', 'were waiting outside', ""'re still alive"", 'feeling really good', 'weeks went by', 'heart was racing', 'avoided my', 'looked around scared', 'he came back', 'weeks passed']"
404_only,"the common theme is ""avoidance or cessation of commitment or responsibility""",0.6507671966489589,"[""'m not waiting"", ""'m not staying"", 'was empty so', 'fear being alone', 'hour to wait', 'with zero expectations', 'get there before', 'not worrying about', 'terrified of losing', 'probably never gon', 'not waiting another', ""n't last long"", 'avoid her and', 'no cabins', 'out of food', ""'m not touching"", 'not coming back', 'contemplated walking away', 'never wanna', 'before your shift', 'sustain ourselves beyond', 'buy and forget', 'afraid on losing', 'putting it off', 'never wanna have', 'or walk away', 'the moment passed', 'immediately drop out', 'not waiting', 'buying ourselves time', 'the day off', 'not settle', 'run and never', 'ended before', 'lose this opportunity', 'work anymore', 'never going', 'never to appear', ""n't want anymore"", ""'ll never have"", 'in no hurry', 'not be there', 'never come back', 'not touching', 'may never happen', 'a job anymore', ""'ll just live"", 'would keep quiet', ""'ll stay here"", 'worried about losing', 'not doing that', 'themselves from destitution', 'am never gon', 'i stopped trying', 'bailing on them', 'get by just', 'weeks off', 'money or flexibility', 'never going to', ""n't wanna withdraw"", 'but never coming', 'to never find', 'is never gon', 'buying it but', ""'ll stick around"", 'zero expectations', 'preservation of seed', 'spend that time', 'not afford to', 'abandon it', ""'s worth less"", 'about letting go', ""n't room for"", 'be happy with', 'not infinitely long', 'never went back', 'come up empty', 'not there anymore', 'no longer needed', 'leave earlier than', 'walk away and', 'lose that capacity', 'longer we wait', 'the work anymore', 'na survive long', ""'re never gon"", 'materials were finite', 'job anymore', 'over for me', 'never gon', 'or drifting apart', 'anything to spend', 'never marry', 'relying on whatever', 'lacking anything else', 'no hope of', 'would never see', ""n't never wanna"", 'not going anywhere', 'not chasing']"
271_only,"the common theme among these phrases is ""time and duration""",0.6896621060988762,"['not infinitely long', ""n't last long"", 'seven years from', 'and then never', 'ended before', 'time but eventually', 'marriages end within', 'even forever but', 'not last beyond', 'lymphoma in remission', 'a week but', 'remaining hours before', 'months it can', 'then die once', 'within one year', 'weeks before starvation', 'survive long', 'not survive it', 'na survive long', 'and within about', 'missing every time', 'dating for months', 'five years to', 'long at least', 'it ended before', 'couple days to', 'even convicted before', 'longer we wait', 'another week before', 'been trying for', 'within six months', 'get hit again', 'two days but', 'possible but soon', 'melted by then', 'would eventually break', 'you wait to', 'in one run', 'a month but', 'inevitably run out', 'limit and then', 'of tired before', 'almost right away', 'hour to wait', 'however long', 'waited and finally', 'come up empty', 'exhausting the soil', 'times before ideally', 'which then disappear', 'never dared not', 'minutes waiting to', 'survive but', 'to forgive afterwards', 'delaying it by', 'last long', 'six years to', 'lasted for about', 'minutes waiting', 'maybe even forever', 'erased in just', 'materials were finite', 'spring perennials emerge', 'weeks to get', 'divorced for nearly', 'of coal left', 'weeks this time', 'they repeat once', 'your last retrieval', 'not survive both', 'had hope everyday', 'putting it off', ""'re saved until"", 'in their lifetimes', 'that long before', 'in that time', 'weeks to', 'months from finding', 'reinfect', 'about how long', 'months and then', 'next day or', 'dissolve over time', 'recover very slowly', 'collected but', 'be extinct early', 'the pain persisted', 'will dissolve over', 'soon if ever', 'never feeling it', 'few decades if', 'extend that life', 'kept waiting to', 'it but somehow', 'never went back', 'last long at', 'take too long', 'days from death', 'waiting another twenty', 'until you die']"
272_only,"the common theme among these phrases is ""repetition and modification""",0.7156846127098117,"['she revised again', 'actually numbered it', 'they repeat once', 'planted anew every', 'wash another pair', 'then redistributed them', 'it ended before', 'into individual pieces', 'he repeated both', 'erase four lines', 'exaggerated the length', 'end every sentence', 'had every combination', 'gradually and then', 'prepare weeks before', 'write off half', 'to stop halfway', 'word one sentence', 'only do half', 'practiced that answer', 'separately so', 'delaying it by', 'edits and then', 'weekends became weeks', 'weeks became months', 'half without pause', 'keep one pile', 'eight sail changes', 'receive royalties until', 'wring every last', 'individual pieces then', 'revised again', 'pages a night', 'i wrote out', 'taking little bites', 'permission without permission', 'always say one', 'limit and then', 'produce every calorie', 'no royalties until', 'ended before it', 'thousand dollars overdrawn', 'numbered it', 'wrote down all', 'under false identities', 'six hours but', 'to forgive afterwards', 'by delaying it', 'i write out', 'unclip each one', 'had to repeat', 'inconclusive so they', 'after she numbered', 'endlessly hardly pausing', 'reverse order you', 'dollars overdrawn', 'keeping one dime', 'width and then', 'tape it closed', 'one an incomplete', 'an hour each', 'legally married but', 'piece gets progressively', 'grain by grain', 'minutes and then', 'just delayed it', 'erased in just', 'wrote only skeletons', 'just rejecting everything', 'to speak twice', 'timing the contractions', 'months and then', 'they emptied and', 'weighed three times', 'lose but', 'actually time myself', 'say one mississippi', 'every ingredient before', 'replied and then', 'answer the letters', 'which then disappear', 'eight hours but', 'hour to wait', 'i hit enter', 'customs separately so', 'two days but', 'do it twice', 'they actually numbered', 'smaller patches', 'altered her age', 'darning that hole', 'how far below', 'whole routine again', 'they wait one', 'not infinitely long', 'size so they', 'keep the seed', 'it twice', 'not last beyond', 'after each change']"
196_only,"the common theme among these phrases is ""random facts and descriptions""",0.6256036590894207,"['hundred degrees fahrenheit', 'brown bodied black', 'in farsi means', ""'s actually pronounced"", 'like an albino', 'but in spanish', 'nine nineteen seventy', 'like burnt steak', 'lime taste purple', 'rican half italian', 'degrees fahrenheit', 'symbol for choking', 'twentieth nineteen ninety', 'eight hundred seventy', 'latin for roman', 'one mississippi two', 'dressed like gandalf', 'not deadly but', 'sixteen oh four', 'april nineteen forty', 'six hundred and', 'two mississippi three', 'which in farsi', 'five hundred fifty', 'three hundred pound', 'nineteenth nineteen forty', 'two named vladimir', 'seventy nine centimeters', 'and nineteen fifty', 'october nineteen forty', 'like sour milk', 'two thousand fifty', 'one nineteen forty', 'pronounced acedia because', 'fifteen meters fifty', 'of nineteen forty', 'nineteen ninety', 'was french canadian', 'fourteen ninety', 'hundred thousand hiroshima', 'half italian so', 'become a paraplegic', 'scientific name for', 'mother was french', 'nineteen fifty', 'nineteen thirty', 'indian anakin skywalker', 'his spine twisted', 'fifty pounds fifty', 'scientific name is', 'entering my windpipe', 'then sixty eight', 'of latin for', ""'s nineteen forty"", 'blonde hair blue', 'pale blue green', 'swollen and red', 'four hundred and', 'of nineteen fifty', 'until nineteen ninety', 'sixteen stitches from', 'nineteen forty', 'seven hundred and', 'eleven pounds of', 'fourteen ninety two', 'silver twenty nine', 'june forty four', 'and nineteen thirty', 'three hundred fifty', 'nine is for', 'screaming oy oy', 'bit nineteen sixty', 'snapped his neck', 'nineteen thirty nine', 'fish are female', 'of nineteen ninety', 'uh roast beef', 'of nineteen sixty', 'to nineteen forty', 'weighed forty five', 'thousand seven hundred', 'until nineteen sixty', 'nineteen sixty', 'towards my groin', 'the gash under', 'aids or cancer', 'so co2 methane', 'nine thirty or', 'say bum bum', 'smog of sulfuric', 'seven eighty seven', 'thousand hiroshima', 'farsi means', 'july nineteen forty', 'feet nine times', 'black necked honking', 'sick from cancer', 'mass black on', 'thousand fifty', 'between nineteen fifty']"
236_only,survival and resource management,0.6512126726488151,"['to erase memories', 'lie to get', 'erase memories', 'produce every calorie', 'save the crusts', 'sold the recipe', 'starve to', 'respiration drains oxygen', 'to swim from', 'that into fertilizer', 'easier than breeding', 'recover the materials', 'i could fake', 'collecting seeds', 'roll dice to', 'seeds that survived', 'to change memories', 'energy than producing', 'pay the mortgage', 'consume their remains', 'you could bribe', 'to photocopy', 'more edible seed', 'i shovel driveways', 'divert the asteroid', 'to replenish seed', 'take dictation', 'give away seeds', 'drains oxygen from', 'me take dictation', 'keep the seed', 'feet underwater to', 'become a paraplegic', 'absorb heat thus', 'actually time myself', 'then redistributed them', 'drains oxygen', 'to monetize seeds', 'seeds and cuttings', 'would starve to', 'bribe the', 'starve to death', 'steer the parachute', 'lie but', 'swallow letters', 'rainwater and nutrients', 'commandeer another cab', 'rewrite their memory', 'you swallowed it', ""i 'll pay"", 'write it down', 'and charge groceries', 'pay off the', 'was worth stealing', 'and stealing others', 'preservation of seed', 'weight to leverage', 'absorb large doses', 'ultimately drink it', 'produce enough food', 'googling strangers so', 'use those seeds', 'they shared dna', 'crops can feed', 'skin a deer', 'fish are female', 'drank to get', 'water still fertilizes', 'eat it so', 'to stay underwater', 'recycle some of', 'the crop unharmed', 'the seeds survived', 'magic to change', 'i can save', 'say you pay', 'to bet with', 'cools the ground', 'and stealing food', 'it absorbs more', 'recycling nothing that', 'exhausting the soil', 'stealing others', 'pay for it', 'edible seed', 'die from it', 'stay underwater to', 'take dictation of', 'replenish seed', 'permission without permission', 'to feed vicariously', 'produce enough', 'sail fast enough', 'protecting the seeds', 'i google each', 'stealing food', 'needed to photocopy', 'fertilizer and pesticides', 'get paid for', 'altered her age']"
117_only,survival and resource gathering on a deserted island,0.6028512712189356,"['de', 'could collect food', 'could go there', 'deserted island', 'maybe we could', 'first aid cache', 'produce enough food', 'give away seeds', 'crops can feed', 'toothbrush floss', 'take pictures and', 'looked on craigslist', 'skivvies toothbrush floss', 'can measure earth', 'origami paper', 'maybe this could', 'on surface rainwater', 'find some candy', 'thousand origami paper', 'lake or ocean', 'pictures and postcards', 'i could assemble', 'grow enough food', 'corn or wheat', 'get avalanche probes', 'i remembered there', 'a deserted island', 'to replenish seed', 'memories to save', 'bought on holiday', 'preservation of seed', 'happen to have', 'collected from fossil', 'as manioc', 'we could recover', 'we could order', 'had tracked down', 'collecting seeds', 'and grab bars', 'could remember it', 'if anyone here', 'took this image', 'so i google', 'can call up', 'so could we', 'remembered something that', 'anyone here know', 'remembered there', 'wrote down all', 'hey is there', 'and aloe', 'remembered there was', 'can remember every', 'reminiscing a about', 'placemats some crayons', 'hang on to', 'i could maybe', 'park and there', 'would increase harvests', 'i remembered that', 'we could collect', 'the nearest land', 'call the local', 'and orchards', 'was thinking about', 'we could build', 'napkins silverware', 'we wrote down', 'and postcards', ""'ll go check"", 'sea along the', 'could we achieve', 'would photograph the', 'remembered that i', 'to water survival', 'to hold handkerchief', 'could assemble', 'i even googled', 'knowledge to rebuild', 'from ocean sediments', 'know every seed', 'the water survival', 'never even thought', 'clothes even toilet', 'birth certificate you', 'i ran across', 'steer the parachute', 'have any envelopes', 'could maybe', 'retracing', 'write it down', 'say we have', 'on soil', 'gather mussels from', 'would stop into', 'souvenir', 'species we will', 'could we claim', 'pier where', 'i can save']"
169_only,struggles with societal norms and expectations,0.6607708395732543,"['this fire exting', 'not being able', 'hopefully being able', 'ever be able', 'not be able', 'of being able', 'being able', 'fire exting', 'seemed beyond wrong', 'they applaud virginity', 'hate western medicine', 'it felt wrong', 'have been able', 'why would you', 'compromise is anathema', 'conception unnatural', 'drinks are unhealthy', 'that seemed unlikely', 'against premarital sex', 'marriage is never', 'very conception unnatural', 'right mind would', 'not a lie', 'immoral to', 'seemed quite invasive', 'alcohol was forbidden', 'would be immoral', 'premarital sex', 'technically illegal', 'mom why would', 'yucky to me', 'math bothers me', 'to be able', 'are you nuts', 'felt no shame', 'should never marry', 'might seem obvious', 'horrifying to me', 'you should never', 'illness is not', 'felt so betrayed', 'really a virgin', 'is technically illegal', 'people suddenly care', 'seemed too evil', 'seems like laziness', 'never marry', 'nobody would ever', 'applaud virginity', 'lawns are worthless', 'felt really old', 'well why would', 'like well duh', 'an intentional lie', 'i would never', 'wearing make up', 'immoral', 'invasive to me', 'terrible daughter because', 'not historically accurate', 'not dating material', 'which is weird', 'bothers me', 'it worry me', 'not a coincidence', 'technically illegal to', 'uh if lying', 'how could you', 'being gay was', 'itself a contradiction', 'premarital sexual prohibition', 'really special anymore', 'would upset me', 'stealing others ideas', 'it that weird', 'was a lie', 'that felt creepily', 'hailed as idiotic', 'bad joke right', 'eye why would', 'mean who would', 'depression was something', 'scared to google', 'like how could', 'too black too', 'one would ever', 'such a nerd', 'adoption just meant', 'no athletic ability', 'believing in anything', 'seemed as strange', 'you big wimp', 'stillbirth a miscarriage', 'uh being gay', 'feels more ridiculous', 'why would i', 'i woulda never', 'you dare say', 'creepy for staring', 'romanticized home ownership']"
334_only,struggle and adversity in various environments,0.629592043915498,"['forward almost falling', 'lid open so', 'pulling herself upside', 'from falling backwards', 'down the embankment', 'down this embankment', 'feet underwater to', 'stumbled forward almost', 'against the railing', 'the floor soaked', 'tipping over and', 'was sitting like', 'herself upside down', 'her head brushed', 'lid open', 'onto the railing', 'lowering hooks dragging', 'heat was stifling', 'over the embankment', 'feet underwater', 'my scalp peeled', 'hit the railing', 'hooks dragging', 'my arms rubbed', 'stumbled and fell', 'it nearly crushed', 'sun was setting', 'underneath the water', 'fell and crashed', 'my feet kicking', 'of trash clustered', 'an impenetrable fog', 'skirt to fall', 'plunged into icy', 'sitting like', 'pinned so tight', 'keep from falling', 'sun was creeping', 'fell off and', 'almost belly flop', 'feet hanging over', 'plunge deep down', 'soaked with sweat', 'she sat like', ""'s hair flying"", 'and fell over', 'there turned upside', 'this ice curtain', 'leaning against the', 'falling backwards', 'were thrust underwater', 'was freezing outside', 'the lid open', 'sheets melt shrinking', 'with clouds obscuring', 'maybe twelve feet', 'hooks dragging through', 'belly flop down', 'her head underneath', 'his feet hanging', 'nearly crushed', 'sort of freezes', 'like swimming through', 'tiles crashing to', 'and so claustrophobic', 'impenetrable fog', 'face plant into', 'walked across muddy', 'in that confined', 'feet down there', 'towards the ground', 'obscuring the view', 'soaking through and', 'about twenty feet', 'clouds obscuring', 'started digging down', 'it so dark', 'tape it closed', 'he shimmied out', 'stand in freezing', 'that standing on', 'standing outside and', 'was so dark', 'down the stairs', 'blown horizontally like', 'three people deep', ""'s skull touching"", 'herself upside', 'fuel spilling down', 'the gel dried', 'above the water', 'pressed against the', 'there were slats', 'facing away from', 'the broiling sun', 'roads were dusty', 'attic was open', 'trapped behind thick', 'onto the sidewalk', 'jutted into the']"
110_only,social norms and personal beliefs,0.6212236415101491,"['people suddenly care', 'hate western medicine', 'they applaud virginity', 'this fire exting', ""'d married well"", 'stealing others ideas', 'never marry a', 'valuable than women', 'given my history', 'military because then', 'needed that job', 'military without education', 'romanticized home ownership', 'felt creepily familiar', 'not being able', 'how someone as', 'should never marry', 'the gayest person', 'being gay was', 'ever be able', 'math bothers me', 'antibiotic overuse', 'any copyrighted content', 'hopefully being able', 'affairs with married', 'pregnant an unmarried', 'loving someone gay', 'not dating material', 'uh being gay', 'applaud virginity', 'no artistic talent', 'gayest person', 'someone as intelligent', 'as a writer', 'applaud virginity in', 'not be able', 'facebook because everyone', 'fault of gays', 'can afford doctors', 'prized possession', 'fire exting', 'being able', 'very prized possession', 'destroy my dream', 'of being able', 'alcohol was forbidden', 'smarter than me', 'and antibiotic overuse', 'really special anymore', 'a real doctor', 'funny to anyone', 'horrifying to me', 'his cop training', 'fish are female', 'her identity stolen', 'property is property', 'against premarital sex', 'to being female', 'more foreign than', 'was surprisingly specific', 'marriage is never', 'to study history', 'being indian felt', 'to a lesbian', 'embarrassed that', 'do not marry', 'the smartest people', 'never marry', 'someone would notice', 'i paid money', 'it cost money', 'premarital sex', 'embarrassed because everybody', 'a straight man', 'about transracial adoption', 'embarrassed that i', 'like feeling jewish', 'well why would', 'invasive to me', 'were no women', 'right mind would', 'shrinks are always', 'why marriage exists', 'airplanes were trespassing', 'not to brag', 'or religious person', 'a gay person', 'my dream job', 'it felt wrong', 'book nerd despite', 'excuse to finally', ""i 'd overachieved"", 'is technically illegal', 'taught them geography', 'religion that you', 'college degree you', ""'m a racist"", 'a rich husband', 'you were rich', 'would upset me']"
